bsdb,ref_idsys,id,L,spType,catalogue,filename,line
J080928.51-161457.0:c1,WDS,08095-1615A,,B,WDS,wds.dat,842104
J080929.05+062809.4:c1,WDS,08095+0628A,,M,WDS,wds.dat,238713
J080929.05+062809.4:c2,WDS,08095+0628B,,M,WDS,wds.dat,238714
J080930.34+321316.2:c1A,CCDM,08095+3213A,,F,CCDM,ccdm.dat,842094
J080930.34+321316.2:c1A,WDS,08095+3213A,,F,WDS,wds.dat,238708
J080930.34+321316.2:c1A,WDS,08095+3213A,,F,WDS,wds.dat,842095
J080931.96-472010.2:c1,CCDM,08095-4721A,,O,CCDM,ccdm.dat,842129
J080931.96-472010.2:c1,WDS,08095-4720A,,W,WDS,wds.dat,842130
J080931.96-472010.2:c3,CCDM,08095-4721B,,B,CCDM,ccdm.dat,238750
J080931.96-472010.2:c3,WDS,08095-4720B,,B,WDS,wds.dat,842131
J080931.96-472010.2:c3,WDS,08095-4720B,,O,WDS,wds.dat,842131
J080931.96-472010.2:c4,CCDM,08095-4721C,,A,CCDM,ccdm.dat,238754
J080931.96-472010.2:c4,WDS,08095-4720C,,O,WDS,wds.dat,842135
J080931.96-472010.2:c4,WDS,08095-4720C,,O,WDS,wds.dat,842149
J080931.96-472010.2:c4,WDS,08095-4720C,,O,WDS,wds.dat,842153
J080931.96-472010.2:c5,CCDM,08095-4721D,,A,CCDM,ccdm.dat,238760
J080931.96-472010.2:c5,WDS,08095-4720D,,O,WDS,wds.dat,842138
J080931.96-472010.2:c5,WDS,08095-4720D,,O,WDS,wds.dat,842152
J080931.96-472010.2:c5,WDS,08095-4720D,,O,WDS,wds.dat,842154
J080931.96-472010.2:c5,WDS,08095-4720D,,O,WDS,wds.dat,842155
J080931.96-472010.2:c5A,CCDM,08095-4721D,,A,CCDM,ccdm.dat,238762
J080931.96-472010.2:c6,WDS,08095-4720B,,B,WDS,wds.dat,238767
J080931.96-472010.2:c6,WDS,08095-4720B,,O,WDS,wds.dat,238767
J080932.50+540626.9:c1,WDS,08095+5406A,,M,WDS,wds.dat,238691
J080932.50+540626.9:c2,WDS,08095+5406B,,M,WDS,wds.dat,238692
J080932.50-240231.7:c1,CCDM,08095-2403A,,A,CCDM,ccdm.dat,238723
J080932.50-240231.7:c1,WDS,08095-2403A,,B,WDS,wds.dat,842107
J080933.27+434526.6:c1,WDS,08096+4345A,,M,WDS,wds.dat,238788
J080933.82-501327.0:c1,CCDM,08096-5013A,,A,CCDM,ccdm.dat,238834
J080933.82-501327.0:c1,WDS,08096-5013A,,B,WDS,wds.dat,842183
J080934.70-115909.0:c1,GCVS,XY Pup A,56.43,A,II/150A,catalog.dat,239232
J080934.70-115909.0:c1,GCVS,XY Pup A,,A,CEV,catalog.dat,239232
J080934.70-115909.0:c1,GCVS,XY Pup A,,A,B/gcvs,gcvs_cat.dat,239232
J080934.70-115909.0:c1,GCVS,XY Pup A,,B,J/A+A/417/263,table4.dat,239232
J080934.70-115909.0:c1,GCVS,XY Pup A,,G,J/A+A/417/263,table4.dat,239232
J080934.70-115909.0:c1,GCVS,XY Pup A,,S,J/A+A/417/263,table4.dat,239232
J080934.70-115909.0:c2,GCVS,XY Pup B,20.74,K,II/150A,catalog.dat,239233
J080934.70-115909.0:c2,GCVS,XY Pup B,,K,J/A+A/417/263,table4.dat,239233
J080935.01-001851.7:c1,CCDM,08096-0019A,,A,CCDM,ccdm.dat,238802
J080935.01-001851.7:c1,WDS,08096-0019A,,A,WDS,wds.dat,842161
J080936.56-491139.8:c1,CCDM,08096-4912A,,A,CCDM,ccdm.dat,238822
J080936.56-491139.8:c1,WDS,08096-4912A,,A,WDS,wds.dat,842171
J080938.06-491840.9:c1,CCDM,08096-4919A,,A,CCDM,ccdm.dat,238827
J080938.06-491840.9:c1,WDS,08096-4919A,,A,WDS,wds.dat,842178
J080938.59-211336.5:c1,WDS,08096-2114A,,F,WDS,wds.dat,238810
J080939.29-270753.8:c1,WDS,08097-2708A,,A,WDS,wds.dat,238881
J080939.32-311433.6:c1,WDS,08097-3114A,,A,WDS,wds.dat,238894
J080939.72+354207.9:c1,CCDM,08097+3542A,,K,CCDM,ccdm.dat,238847
J080939.72+354207.9:c1,WDS,08097+3542A,,K,WDS,wds.dat,842190
J080940.04-291749.3:c1,CCDM,08097-2918A,,A,CCDM,ccdm.dat,238888
J080940.04-291749.3:c1,WDS,08097-2918A,,A,WDS,wds.dat,842216
J080940.74+294644.4:c1,WDS,08097+2947A,,M,WDS,wds.dat,238851
J080941.55-211332.3:c1,CCDM,08097-2114A,,G,CCDM,ccdm.dat,239093
J080942.30+253332.7:c1,CCDM,08097+2534A,,K,CCDM,ccdm.dat,238856
J080942.67-174225.1:c1,CCDM,08097-1742A,,G,CCDM,ccdm.dat,238865
J080942.67-174225.1:c1,WDS,08097-1742A,,F,WDS,wds.dat,842199
J080945.00-265343.3:c1,CCDM,08097-2654A,,F,CCDM,ccdm.dat,238943
J080945.00-265343.3:c1,WDS,08098-2654A,,K,WDS,wds.dat,842266
J080945.00-265343.3:c2,CCDM,08097-2654B,,A,CCDM,ccdm.dat,238944
J080945.34+814120.3:c1,WDS,08098+8141A,,K,WDS,wds.dat,238907
J080945.42+651818.4:c1,WDS,08098+6518A,,D,WDS,wds.dat,238911
J080945.42+651818.4:c2,WDS,08098+6518B,,M,WDS,wds.dat,238912
J080947.63-423827.0:c1,CCDM,08098-4238A,,A,CCDM,ccdm.dat,238965
J080947.63-423827.0:c1,WDS,08098-4238A,,B,WDS,wds.dat,842287
J080948.76-165751.5:c1,CCDM,08098-1658A,,A,CCDM,ccdm.dat,238927
J080949.92-091207.8:c1,CCDM,08098-0912A,,A,CCDM,ccdm.dat,238922
J080949.92-091207.8:c1,WDS,08098-0913A,,A,WDS,wds.dat,842248
J080951.35-491114.6:c1,WDS,08099-4911A,,A,WDS,wds.dat,239003
J080951.35-491114.6:c2,WDS,08099-4911B,,A,WDS,wds.dat,239004
J080952.12-843602.0:c1,WDS,08099-8436A,,K,WDS,wds.dat,239015
J080958.02-525806.6:c1,CCDM,08100-5258A,,M,CCDM,ccdm.dat,239427
J080958.02-525806.6:c1,WDS,08100-5258A,,M,WDS,wds.dat,842385
J080958.30-294853.1:c1,CCDM,08100-2949A,,F,CCDM,ccdm.dat,239404
J080958.30-294853.1:c1,WDS,08100-2949A,,F,WDS,wds.dat,842376
J080958.67-313734.6:c1,WDS,08100-3138A,,O,WDS,wds.dat,239408
J080958.72+075616.1:c1,WDS,08100+0756A,,M,WDS,wds.dat,239375
J080958.72+075616.1:c2,WDS,08100+0756B,,M,WDS,wds.dat,239376
J081000.82+170059.5:c1,CCDM,08100+1701A,,M,CCDM,ccdm.dat,239367
J081000.82+170059.5:c1,WDS,08100+1701A,,M,WDS,wds.dat,842352
J081003.16-410925.3:c1,CCDM,08101-4109A,,A,CCDM,ccdm.dat,239490
J081003.16-410925.3:c1,WDS,08101-4109A,,B,WDS,wds.dat,842418
J081005.58+243152.2:c1,WDS,08101+2432A,,K,WDS,wds.dat,239441
J081005.58+243152.2:c2,WDS,08101+2432B,,M,WDS,wds.dat,239442
J081006.61+143029.6:c1,WDS,08101+1430A,,F,WDS,wds.dat,239446
J081007.85+040317.4:c1,CCDM,08101+0403A,,F,CCDM,ccdm.dat,239461
J081007.85+040317.4:c1,WDS,08101+0403A,,F,WDS,wds.dat,842401
J081011.46+352717.0:c1,CCDM,08102+3527A,,F,CCDM,ccdm.dat,245029
J081011.47+352717.9:c1,WDS,08102+3527A,,F,WDS,wds.dat,239513
J081012.12-353848.1:c1,CCDM,08102-3539A,,K,CCDM,ccdm.dat,239570
J081012.12-353848.1:c1,WDS,08102-3539A,,K,WDS,wds.dat,842490
J081012.57+554815.5:c1,WDS,08102+5548A,,A,WDS,wds.dat,239500
J081012.57+554815.5:c1A,CCDM,08102+5548A,,A,CCDM,ccdm.dat,239505
J081012.57+554815.5:c1A,WDS,08102+5548A,,A,WDS,wds.dat,842431
J081012.57+554815.5:c2,WDS,08102+5548C,,F,WDS,wds.dat,239507
J081013.12+255039.6:c1,CCDM,08102+2551A,,K,CCDM,ccdm.dat,239532
J081013.12+255039.6:c1,WDS,08102+2551A,,K,WDS,wds.dat,842453
J081016.27+165022.0:c1,WDS,08103+1650A,,A,WDS,wds.dat,239579
J081020.40-250506.7:c1,CCDM,08103-2505A,,A,CCDM,ccdm.dat,239602
J081020.40-250506.7:c1,WDS,08103-2505A,,A,WDS,wds.dat,842505
J081021.29+385448.3:c1,WDS,08104+3855A,,M,WDS,wds.dat,239607
J081021.29+385448.3:c2,WDS,08104+3855B,,M,WDS,wds.dat,239608
J081021.45-181133.2:c1,CCDM,08104-1812A,,K,CCDM,ccdm.dat,239626
J081021.45-181133.2:c1,WDS,08104-1812A,,K,WDS,wds.dat,842521
J081023.35-301357.0:c1,CCDM,08104-3014A,,F,CCDM,ccdm.dat,239658
J081023.35-301357.0:c1,WDS,08104-3014A,,F,WDS,wds.dat,842543
J081024.17+001942.8:c1,CCDM,08104+0020A,,F,CCDM,ccdm.dat,239616
J081024.17+001942.8:c1,WDS,08104+0020A,,F,WDS,wds.dat,842515
J081025.63-001744.3:c1,WDS,08104-0018A,,F,WDS,wds.dat,842518
J081026.60-353538.0:c1,GCVS,V589 Pup A,,B,B/gcvs,gcvs_cat.dat,245318
J081027.18+253026.4:c1,CCDM,08104+2530A,,G,CCDM,ccdm.dat,245035
J081027.23+253026.4:c1,WDS,08105+2530A,,G,WDS,wds.dat,239674
J081027.52+015503.4:c1,CCDM,08105+0155A,,A,CCDM,ccdm.dat,239692
J081027.52+015503.4:c1,WDS,08105+0155A,,A,WDS,wds.dat,842570
J081030.41-404840.0:c1,WDS,08105-4049A,,G,WDS,wds.dat,239721
J081036.89-215139.1:c1,CCDM,08106-2152A,,F,CCDM,ccdm.dat,239760
J081036.89-215139.1:c1,WDS,08106-2152A,,F,WDS,wds.dat,842605
J081039.83-134756.8:c1,WDS,08107-1348A,,F,WDS,wds.dat,239805
J081039.83-134756.8:c3,WDS,08107-1348C,,M,WDS,wds.dat,239808
J081042.94-122646.4:c1,CCDM,08107-1227A,,F,CCDM,ccdm.dat,239801
J081042.94-122646.4:c1,WDS,08107-1227A,,F,WDS,wds.dat,842628
J081043.40-742957.0:c1,WDS,08107-7430AB,,G,WDS,wds.dat,239838
J081043.40-742957.0:c1A,CCDM,08107-7430A,,K,CCDM,ccdm.dat,239841
J081043.40-742957.0:c1A,WDS,08107-7430A,,G,WDS,wds.dat,842659
J081043.40-742957.0:p1A-1B,WDS,08107-7430AB,,G,WDS,wds.dat,842658
J081044.86+352733.6:c1,WDS,08107+3528A,,M,WDS,wds.dat,239790
J081046.71-485200.0:c1,WDS,08108-4852A,,F,WDS,wds.dat,239905
J081047.61-323617.4:c1,CCDM,08108-3236A,,A,CCDM,ccdm.dat,239879
J081047.61-323617.4:c1,WDS,08108-3236A,,A,WDS,wds.dat,842682
J081047.75+190152.3:c1,CCDM,08108+1902A,,G,CCDM,ccdm.dat,239862
J081047.75+190152.3:c1,WDS,08108+1902A,,G,WDS,wds.dat,842669
J081049.20-163441.4:c1,WDS,08108-1635A,,K,WDS,wds.dat,239867
J081049.50-415154.8:c1,CCDM,08108-4152A,,G,CCDM,ccdm.dat,239895
J081049.50-415154.8:c1,WDS,08108-4152A,,G,WDS,wds.dat,842691
J081050.59+533745.1:c1,WDS,08108+5338A,,M,WDS,wds.dat,239850
J081050.59+533745.1:c2,WDS,08108+5338B,,M,WDS,wds.dat,239851
J081050.80+344235.9:c1,CCDM,08108+3443A,,F,CCDM,ccdm.dat,239856
J081050.80+344235.9:c1,WDS,08108+3443A,,F,WDS,wds.dat,842663
J081051.77+355442.8:c1,CCDM,08109+3555A,,F,CCDM,ccdm.dat,239934
J081051.77+355442.8:c1,WDS,08109+3555A,,F,WDS,wds.dat,842722
J081052.06+443913.5:c1,CCDM,08109+4439A,,F,CCDM,ccdm.dat,239928
J081052.06+443913.5:c1,WDS,08109+4439A,,F,WDS,wds.dat,842716
J081053.14-511126.1:c1,CCDM,08109-5111A,,B,CCDM,ccdm.dat,239968
J081053.14-511126.1:c1,WDS,08109-5111A,,B,WDS,wds.dat,842752
J081054.64-045453.8:c1,CCDM,08109-0455A,,A,CCDM,ccdm.dat,239952
J081054.64-045453.8:c1,WDS,08109-0455A,,A,WDS,wds.dat,842738
J081056.52+773831.5:c1,CCDM,08109+7739A,,F,CCDM,ccdm.dat,239916
J081056.52+773831.5:c1,WDS,08109+7739A,,F,WDS,wds.dat,842706
J081056.63+104535.4:c1,WDS,08109+1046A,,F,WDS,wds.dat,239938
J081057.50-390441.0:c1,CCDM,08110-3905A,,B,CCDM,ccdm.dat,240023
J081057.50-390441.0:c1,WDS,08110-3905A,,B,WDS,wds.dat,842791
J081058.35-155453.4:c1,CCDM,08110-1555A,,A,CCDM,ccdm.dat,240010
J081058.35-155453.4:c1,WDS,08110-1555A,,F,WDS,wds.dat,842779
J081058.89+143746.3:c1,WDS,08110+1438A,,A,WDS,wds.dat,239997
J081059.58-441903.2:c1,CCDM,08110-4419A,,A,CCDM,ccdm.dat,240030
J081059.58-441903.2:c1,WDS,08110-4419A,,A,WDS,wds.dat,842796
J081100.00+350057.4:c1,WDS,08110+3501A,,M,WDS,wds.dat,239988
J081100.90-103634.0:c1,GCVS,HU Hya A,,A,CEV,catalog.dat,245226
J081100.90-103634.0:c1,GCVS,HU Hya A,,A,J/A+A/417/263,table6d.dat,245226
J081100.90-103634.0:c1,GCVS,HU Hya A,,A,B/gcvs,gcvs_cat.dat,245226
J081101.12-001840.4:c1,CCDM,08110-0019A,,A,CCDM,ccdm.dat,240003
J081101.12-001840.4:c1,WDS,08110-0019A,,A,WDS,wds.dat,842772
J081101.65-371733.8:c1,CCDM,08110-3718A,,B,CCDM,ccdm.dat,240015
J081101.65-371733.8:c1,WDS,08110-3718A,,O,WDS,wds.dat,842786
J081102.15+481608.3:c2,WDS,08111+4816B,,D,WDS,wds.dat,240041
J081105.90-320219.7:c1,CCDM,08111-3202A,,A,CCDM,ccdm.dat,240081
J081105.90-320219.7:c1,WDS,08111-3202A,,A,WDS,wds.dat,842831
J081106.29-545517.9:c1,CCDM,08111-5455A,,G,CCDM,ccdm.dat,240087
J081106.29-545517.9:c1,WDS,08111-5455A,,G,WDS,wds.dat,842835
J081106.58+795429.5:c1,CCDM,08111+7954A,,G,CCDM,ccdm.dat,239973
J081106.58+795429.5:c1,WDS,08110+7955A,,G,WDS,wds.dat,842757
J081110.63-460337.6:c1,CCDM,08112-4604A,,K,CCDM,ccdm.dat,240150
J081110.63-460337.6:c1,WDS,08112-4604A,,K,WDS,wds.dat,842886
J081111.15-354844.4:c1,CCDM,08112-3549A,,B,CCDM,ccdm.dat,240131
J081111.15-354844.4:c1,WDS,08112-3549A,,B,WDS,wds.dat,842869
J081112.15-643022.5:c1,CCDM,08112-6430A,,F,CCDM,ccdm.dat,240157
J081112.15-643022.5:c1,WDS,08112-6430A,,F,WDS,wds.dat,842891
J081112.70-423310.7:c1,CCDM,08112-4233A,,A,CCDM,ccdm.dat,240145
J081112.70-423310.7:c1,WDS,08112-4233A,,A,WDS,wds.dat,842883
J081112.95+325448.6:c1,CCDM,08112+3255A,,F,CCDM,ccdm.dat,240098
J081112.95+325448.6:c1,WDS,08112+3255A,,F,WDS,wds.dat,842842
J081112.95+325448.6:c2,CCDM,08112+3255B,,G,CCDM,ccdm.dat,240099
J081114.76-071157.6:c1,CCDM,08112-0712A,,F,CCDM,ccdm.dat,240112
J081114.76-071157.6:c1,WDS,08112-0712A,,F,WDS,wds.dat,842852
J081115.15+011636.1:c1,CCDM,08113+0116A,,G,CCDM,ccdm.dat,245041
J081115.15+011636.1:c2,CCDM,08113+0116B,,F,CCDM,ccdm.dat,245042
J081115.96+011605.5:c1,WDS,08113+0117A,,G,WDS,wds.dat,240186
J081116.32-125536.7:c1,CCDM,08112-1256A,,K,CCDM,ccdm.dat,842928
J081116.32-125536.7:c1,WDS,08113-1256A,,G,WDS,wds.dat,240190
J081116.32-125536.7:c1,WDS,08113-1256A,,G,WDS,wds.dat,842929
J081116.32-125536.7:c1A,CCDM,08112-1256A,,K,CCDM,ccdm.dat,240193
J081116.32-125536.7:c1A,WDS,08113-1256A,,G,WDS,wds.dat,842925
J081116.32-125536.7:c4,CCDM,08112-1256E,,A,CCDM,ccdm.dat,240202
J081117.88-462050.4:c1,WDS,08113-4621A,,B,WDS,wds.dat,240240
J081120.38+473452.5:c1,CCDM,08113+4735A,,M,CCDM,ccdm.dat,240170
J081120.38+473452.5:c1,WDS,08113+4735A,,M,WDS,wds.dat,842908
J081120.66+742146.5:c1,CCDM,08113+7422A,,F,CCDM,ccdm.dat,240164
J081120.66+742146.5:c1,WDS,08113+7422A,,F,WDS,wds.dat,842900
J081121.42+191609.5:c1,CCDM,08114+1916A,,F,CCDM,ccdm.dat,240255
J081121.42+191609.5:c1,WDS,08114+1916A,,F,WDS,wds.dat,842974
J081123.23+482022.7:c1,WDS,08114+4820A,,K,WDS,wds.dat,240250
J081123.23+482022.7:c2,WDS,08114+4820B,,M,WDS,wds.dat,240251
J081125.95-425914.0:c1,CCDM,08114-4259A,,A,CCDM,ccdm.dat,240283
J081125.95-425914.0:c1,WDS,08114-4259A,,A,WDS,wds.dat,842996
J081128.14-461920.4:c1,CCDM,08115-4619A,,A,CCDM,ccdm.dat,240335
J081128.14-461920.4:c1,WDS,08115-4619A,,A,WDS,wds.dat,843036
J081128.63-260305.0:c1,CCDM,08115-2603A,,A,CCDM,ccdm.dat,240328
J081128.63-260305.0:c1,WDS,08115-2603A,,A,WDS,wds.dat,843031
J081129.35+104105.5:c1,CCDM,08115+1041A,,A,CCDM,ccdm.dat,240315
J081129.35+104105.5:c1,WDS,08115+1041A,,A,WDS,wds.dat,843022
J081130.20+220848.6:c1,WDS,08115+2209A,,F,WDS,wds.dat,843017
J081130.47+380725.1:c1,WDS,08115+3807A,,F,WDS,wds.dat,843009
J081132.73-890015.9:c1,CCDM,08115-8900A,,A,CCDM,ccdm.dat,240341
J081132.73-890015.9:c1,WDS,08115-8900A,,A,WDS,wds.dat,843044
J081138.63+322725.6:c1,CCDM,08117+3228A,,G,CCDM,ccdm.dat,843054
J081138.63+322725.6:c1,WDS,08116+3227A,,G,WDS,wds.dat,240345
J081138.63+322725.6:c4,CCDM,08117+3228A,,G,CCDM,ccdm.dat,240357
J081138.98+254012.1:c1,WDS,08116+2540A,,M,WDS,wds.dat,240362
J081138.98+254012.1:c2,WDS,08116+2540B,,M,WDS,wds.dat,240363
J081141.35+313226.4:c1,WDS,08117+3132A,,M,WDS,wds.dat,240384
J081142.03-320912.8:c1,CCDM,08117-3209A,,B,CCDM,ccdm.dat,240411
J081142.03-320912.8:c1,WDS,08117-3210A,,B,WDS,wds.dat,843088
J081142.47-371108.6:c1,CCDM,08117-3711A,,B,CCDM,ccdm.dat,240416
J081142.47-371108.6:c1,WDS,08117-3711A,,B,WDS,wds.dat,843091
J081143.73-320855.3:c1,WDS,08117-3209A,,B,WDS,wds.dat,240406
J081146.87-231156.0:c1,CCDM,08118-2312A,,A,CCDM,ccdm.dat,240467
J081146.87-231156.0:c1,WDS,08118-2312A,,A,WDS,wds.dat,843124
J081148.35-071632.8:c1,WDS,08118-0717A,,F,WDS,wds.dat,240445
J081148.38+284725.2:c1,WDS,08118+2847A,,M,WDS,wds.dat,240424
J081148.57-214456.7:c1,CCDM,08118-2145A,,K,CCDM,ccdm.dat,240462
J081148.57-214456.7:c1,WDS,08118-2145A,,G,WDS,wds.dat,843121
J081148.76+160552.3:c1,CCDM,08118+1606A,,G,CCDM,ccdm.dat,240431
J081148.76+160552.3:c1,WDS,08118+1606A,,G,WDS,wds.dat,843096
J081149.37+132644.2:c1,CCDM,08118+1327A,,G,CCDM,ccdm.dat,240436
J081149.37+132644.2:c1,WDS,08118+1327A,,G,WDS,wds.dat,843103
J081149.56-063831.9:c1,CCDM,08118-0639A,,F,CCDM,ccdm.dat,240441
J081149.56-063831.9:c1,WDS,08118-0639A,,F,WDS,wds.dat,843106
J081149.67+364957.3:c1,WDS,08118+3650A,,M,WDS,wds.dat,240420
J081149.69-482430.8:c1,CCDM,08118-4825A,,K,CCDM,ccdm.dat,240488
J081149.69-482430.8:c1,WDS,08118-4824A,,K,WDS,wds.dat,843133
J081153.50+425436.0:c1,GCVS,DZ Lyn A,,F,B/gcvs,gcvs_cat.dat,245246
J081153.90-484446.0:c1,GCVS,AO Vel A,75.94,B,II/150A,catalog.dat,245334
J081153.90-484446.0:c1,GCVS,AO Vel A,,A,CEV,catalog.dat,245334
J081153.90-484446.0:c1,GCVS,AO Vel A,,A,B/gcvs,gcvs_cat.dat,245334
J081153.90-484446.0:c2,GCVS,AO Vel B,54.35,,II/150A,catalog.dat,245335
J081154.90-434645.6:c1,CCDM,08119-4347A,,B,CCDM,ccdm.dat,240502
J081154.90-434645.6:c1,WDS,08119-4347A,,B,WDS,wds.dat,843147
J081159.96-463839.6:c1,GCVS,AH Vel A,,F,B/gcvs,gcvs_cat.dat,245358
J081203.28-461236.6:c1,CCDM,08121-4613A,,A,CCDM,ccdm.dat,240570
J081203.28-461236.6:c1,WDS,08121-4613A,,A,WDS,wds.dat,843190
J081203.98+422313.7:c1,WDS,08121+4223A,,M,WDS,wds.dat,240528
J081204.24+073738.6:c1,WDS,08121+0738A,,M,WDS,wds.dat,240545
J081204.32+251049.3:c1,WDS,08121+2511A,,F,WDS,wds.dat,240541
J081204.48+265827.5:c1,WDS,08121+2658A,,K,WDS,wds.dat,240536
J081204.48+265827.5:c2,WDS,08121+2658B,,M,WDS,wds.dat,240537
J081205.76-353142.2:c1,WDS,08121-3532A,,B,WDS,wds.dat,240561
J081205.76-353142.2:c1A,WDS,08121-3532A,,B,WDS,wds.dat,240564
J081206.43-153931.8:c1,CCDM,08121-1539A,,A,CCDM,ccdm.dat,240552
J081206.43-153931.8:c1,WDS,08121-1540A,,A,WDS,wds.dat,843177
J081206.43-153931.8:c2,CCDM,08121-1539B,,A,CCDM,ccdm.dat,240553
J081210.88+400204.6:c1,WDS,08122+4002A,,M,WDS,wds.dat,240580
J081212.70+173853.3:c1,WDS,08122+1739A,,F,WDS,wds.dat,843205
J081212.70+173853.3:c1,WDS,08122+1739AB,,F,WDS,wds.dat,240586
J081212.70+173853.3:c1,WDS,08122+1739B,,F,WDS,wds.dat,843233
J081212.70+173853.3:c1,WDS,08122+1739C,,G,WDS,wds.dat,843244
J081212.70+173853.3:c1A,WDS,08122+1739A,,F,WDS,wds.dat,240594
J081212.70+173853.3:c1B,WDS,08122+1739B,,F,WDS,wds.dat,240595
J081212.70+173853.3:c1B,WDS,08122+1739B,,F,WDS,wds.dat,843213
J081212.70+173853.3:c2,WDS,08122+1739AB,,F,WDS,wds.dat,240598
J081212.70+173853.3:c3,WDS,08122+1739C,,G,WDS,wds.dat,240587
J081212.70+173853.3:c3,WDS,08122+1739C,,G,WDS,wds.dat,843201
J081212.70+173853.3:c3,WDS,08122+1739C,,G,WDS,wds.dat,843217
J081212.70+173853.3:c3,WDS,08122+1739C,,G,WDS,wds.dat,843235
J081212.70+173853.3:p1-3,ADS,6650,,F,CCDM,ccdm_ast.dat,240583
J081212.70+173853.3:p1-3,ADS,6650,,F,CCDM,ccdm_ast.dat,240584
J081212.70+173853.3:p1-3,ADS,6650,,F,CCDM,ccdm_ast.dat,240585
J081212.70+173853.3:p1-3,ADS,6650,,F,CCDM,ccdm_ast.dat,240588
J081212.70+173853.3:p1-3,ADS,6650,,F,CCDM,ccdm_ast.dat,843199
J081212.70+173853.3:p1-3,ADS,6650,,F,CCDM,ccdm_ast.dat,843204
J081212.70+173853.3:p1-3,ADS,6650,,F,CCDM,ccdm_ast.dat,843232
J081212.70+173853.3:p1-3,ADS,6650,,F,CCDM,ccdm_ast.dat,843255
J081212.70+173853.3:p1-3,ADS,6650,,F,CCDM,ccdm_ast.dat,843257
J081212.70+173853.3:p1-3,ADS,6650,,G,CCDM,ccdm_ast.dat,240583
J081212.70+173853.3:p1-3,ADS,6650,,G,CCDM,ccdm_ast.dat,240584
J081212.70+173853.3:p1-3,ADS,6650,,G,CCDM,ccdm_ast.dat,240585
J081212.70+173853.3:p1-3,ADS,6650,,G,CCDM,ccdm_ast.dat,240588
J081212.70+173853.3:p1-3,ADS,6650,,G,CCDM,ccdm_ast.dat,843199
J081212.70+173853.3:p1-3,ADS,6650,,G,CCDM,ccdm_ast.dat,843204
J081212.70+173853.3:p1-3,ADS,6650,,G,CCDM,ccdm_ast.dat,843232
J081212.70+173853.3:p1-3,ADS,6650,,G,CCDM,ccdm_ast.dat,843255
J081212.70+173853.3:p1-3,ADS,6650,,G,CCDM,ccdm_ast.dat,843257
J081212.70+173853.3:p1-3,HD,68257,,F,CCDM,ccdm_ast.dat,240583
J081212.70+173853.3:p1-3,HD,68257,,F,CCDM,ccdm_ast.dat,240584
J081212.70+173853.3:p1-3,HD,68257,,F,CCDM,ccdm_ast.dat,240585
J081212.70+173853.3:p1-3,HD,68257,,F,CCDM,ccdm_ast.dat,240588
J081212.70+173853.3:p1-4,ADS,6650,,G,CCDM,ccdm_ast.dat,843243
J081212.70+173853.3:p1-4,ADS,6650,,F,CCDM,ccdm_ast.dat,843243
J081212.70+173853.3:p1-5,ADS,6650,,F,CCDM,ccdm_ast.dat,843223
J081212.70+173853.3:p1-5,ADS,6650,,G,CCDM,ccdm_ast.dat,843223
J081212.70+173853.3:p1-7,ADS,6650,,F,CCDM,ccdm_ast.dat,843228
J081212.70+173853.3:p1-7,ADS,6650,,G,CCDM,ccdm_ast.dat,843228
J081212.70+173853.3:p1A-1B,ADS,6650,,F,CCDM,ccdm_ast.dat,240589
J081212.70+173853.3:p1A-1B,ADS,6650,,F,CCDM,ccdm_ast.dat,240590
J081212.70+173853.3:p1A-1B,ADS,6650,,F,CCDM,ccdm_ast.dat,240591
J081212.70+173853.3:p1A-1B,ADS,6650,,F,CCDM,ccdm_ast.dat,240592
J081212.70+173853.3:p1A-1B,ADS,6650,,F,CCDM,ccdm_ast.dat,240593
J081212.70+173853.3:p1A-1B,ADS,6650,,F,CCDM,ccdm_ast.dat,843208
J081212.70+173853.3:p1A-1B,ADS,6650,,F,CCDM,ccdm_ast.dat,843209
J081212.70+173853.3:p1A-1B,ADS,6650,,G,CCDM,ccdm_ast.dat,240589
J081212.70+173853.3:p1A-1B,ADS,6650,,G,CCDM,ccdm_ast.dat,240590
J081212.70+173853.3:p1A-1B,ADS,6650,,G,CCDM,ccdm_ast.dat,240591
J081212.70+173853.3:p1A-1B,ADS,6650,,G,CCDM,ccdm_ast.dat,240592
J081212.70+173853.3:p1A-1B,ADS,6650,,G,CCDM,ccdm_ast.dat,240593
J081212.70+173853.3:p1A-1B,ADS,6650,,G,CCDM,ccdm_ast.dat,843208
J081212.70+173853.3:p1A-1B,ADS,6650,,G,CCDM,ccdm_ast.dat,843209
J081212.70+173853.3:p1A-1B,HD,68257,,F,CCDM,ccdm_ast.dat,240589
J081212.70+173853.3:p1A-1B,HD,68257,,F,CCDM,ccdm_ast.dat,240590
J081212.70+173853.3:p1A-1B,HD,68257,,F,CCDM,ccdm_ast.dat,240591
J081212.70+173853.3:p1A-1B,HD,68257,,F,CCDM,ccdm_ast.dat,240592
J081212.70+173853.3:p1A-1B,HD,68257,,F,CCDM,ccdm_ast.dat,240593
J081212.70+173853.3:p1A-1B,WDS,08122+1739AB,,F,WDS,wds.dat,240589
J081212.70+173853.3:p1A-1B,WDS,08122+1739AB,,F,WDS,wds.dat,240590
J081212.70+173853.3:p1A-1B,WDS,08122+1739AB,,F,WDS,wds.dat,240591
