bsdb,ref_idsys,id,L,spType,catalogue,filename,line
J080554.61-431948.8:c1,WDS,08059-4320A,,A,WDS,wds.dat,840682
J080556.63+234632.9:c1,WDS,08059+2347A,,M,WDS,wds.dat,236816
J080559.47+714724.6:c1,CCDM,08060+7147A,,K,CCDM,ccdm.dat,236855
J080559.47+714724.6:c1,WDS,08060+7147A,,K,WDS,wds.dat,840689
J080559.52-315025.4:c1,CCDM,08060-3150A,,M,CCDM,ccdm.dat,236880
J080559.52-315025.4:c1,WDS,08060-3150A,,M,WDS,wds.dat,840702
J080600.49+324456.1:c1,WDS,08060+3245A,,M,WDS,wds.dat,236869
J080602.51+591455.5:c1,CCDM,08060+5915A,,A,CCDM,ccdm.dat,236861
J080602.51+591455.5:c1,WDS,08060+5915A,,A,WDS,wds.dat,840693
J080603.47-004634.9:c1,CCDM,08061-0047A,,G,CCDM,ccdm.dat,840731
J080603.47-004634.9:c1,WDS,08061-0047A,,G,WDS,wds.dat,840732
J080606.53-024647.6:c1,CCDM,08061-0247A,,F,CCDM,ccdm.dat,236925
J080606.53-024647.6:c1,WDS,08061-0247A,,F,WDS,wds.dat,840741
J080607.40-724611.6:c1,WDS,08061-7246A,,F,WDS,wds.dat,236955
J080607.62+141501.6:c1,WDS,08061+1415A,,G,WDS,wds.dat,236911
J080608.68-403630.4:c1,WDS,08061-4037A,,A,WDS,wds.dat,236951
J080608.81-190331.5:c1,CCDM,08061-1904A,,F,CCDM,ccdm.dat,236930
J080608.81-190331.5:c1,WDS,08061-1904A,,G,WDS,wds.dat,840746
J080609.06+254136.4:c1,WDS,08062+2542A,,M,WDS,wds.dat,236972
J080611.08-402101.7:c1,CCDM,08062-4021A,,B,CCDM,ccdm.dat,239069
J080611.08-402101.7:c2,CCDM,08062-4021B,,B,CCDM,ccdm.dat,239070
J080611.22+293402.7:c1,WDS,08062+2934A,,M,WDS,wds.dat,236968
J080611.22+293402.7:c2,WDS,08062+2934B,,M,WDS,wds.dat,236969
J080611.95+354357.0:c1,WDS,08062+3544A,,M,WDS,wds.dat,236959
J080611.95+354357.0:c2,WDS,08062+3544B,,M,WDS,wds.dat,236960
J080615.05-225142.6:c1,CCDM,08063-2252A,,A,CCDM,ccdm.dat,840788
J080615.05-225142.6:c1,WDS,08062-2252A,,B,WDS,wds.dat,236991
J080615.05-225142.6:c1,WDS,08062-2252AB,,B,WDS,wds.dat,840789
J080615.05-225142.6:c4,CCDM,08063-2252A,,A,CCDM,ccdm.dat,237000
J080615.05-225142.6:p1-2,WDS,08062-2252AB,,B,WDS,wds.dat,236988
J080615.05-225142.6:p1-2,WDS,08062-2252AB,,B,WDS,wds.dat,236989
J080615.05-225142.6:p1-2,WDS,08062-2252AB,,B,WDS,wds.dat,236990
J080615.08+332103.7:c1,WDS,08063+3321A,,K,WDS,wds.dat,237016
J080615.08+332103.7:c2,WDS,08063+3321B,,M,WDS,wds.dat,237017
J080615.08+332103.7:c2,WDS,08063+3321C,,M,WDS,wds.dat,840806
J080615.22-402036.7:c1,WDS,08063-4021A,,A,WDS,wds.dat,237047
J080615.26+261442.1:c1,WDS,08063+2615A,,M,WDS,wds.dat,237024
J080615.73-400558.8:c1,CCDM,08063-4006A,,G,CCDM,ccdm.dat,237041
J080615.73-400558.8:c1,WDS,08063-4006A,,G,WDS,wds.dat,840816
J080617.30-042647.0:c1,GCVS,V871 Mon A,,A,B/gcvs,gcvs_cat.dat,239228
J080617.73-480839.3:c1,WDS,08063-4809A,,F,WDS,wds.dat,237052
J080617.73-480839.3:c2,WDS,08063-4809B,,F,WDS,wds.dat,237053
J080617.74-274306.5:c1,WDS,08063-2743A,,A,WDS,wds.dat,237028
J080619.90+305612.8:c1,WDS,08063+3056A,,M,WDS,wds.dat,237020
J080621.44-300548.6:c1,CCDM,08064-3006A,,G,CCDM,ccdm.dat,237092
J080621.44-300548.6:c1,WDS,08064-3006A,,G,WDS,wds.dat,840856
J080621.57+415908.6:c1,CCDM,08064+4159A,,F,CCDM,ccdm.dat,237058
J080621.57+415908.6:c1,WDS,08064+4159A,,F,WDS,wds.dat,840833
J080626.99+061727.6:c1,WDS,08064+0617A,,M,WDS,wds.dat,237067
J080627.44-091441.6:c1,CCDM,08065-0915A,,A,CCDM,ccdm.dat,237126
J080627.44-091441.6:c1,WDS,08065-0915A,,B,WDS,wds.dat,840882
J080627.44-091441.6:c2,CCDM,08065-0915B,,A,CCDM,ccdm.dat,237127
J080627.44-091441.6:c2,CCDM,08065-0915B,,A,CCDM,ccdm.dat,840895
J080627.44-091441.6:c2,WDS,08065-0915B,,A,WDS,wds.dat,840885
J080627.44-091441.6:c2,WDS,08065-0915B,,A,WDS,wds.dat,840896
J080627.44-091441.6:c2A,WDS,08065-0915B,,A,WDS,wds.dat,840890
J080627.44-091441.6:c2A,CCDM,08065-0915B,,A,CCDM,ccdm.dat,237131
J080627.61-171153.1:c1,WDS,08065-1712A,,K,WDS,wds.dat,840900
J080627.61-171153.1:c1,CCDM,08065-1712A,,K,CCDM,ccdm.dat,237140
J080627.68+423148.6:c1,WDS,08065+4232A,,M,WDS,wds.dat,237108
J080627.68+423148.6:c2,WDS,08065+4232B,,M,WDS,wds.dat,237109
J080629.17+482616.2:c1,WDS,08065+4826A,,K,WDS,wds.dat,237103
J080629.17+482616.2:c2,WDS,08065+4826B,,K,WDS,wds.dat,237104
J080629.28-250708.8:c1,CCDM,08065-2507A,,K,CCDM,ccdm.dat,237153
J080629.28-250708.8:c1,WDS,08065-2507A,,K,WDS,wds.dat,840913
J080630.36+255243.7:c1,CCDM,08065+2553A,,G,CCDM,ccdm.dat,237119
J080630.36+255243.7:c1,WDS,08065+2553A,,G,WDS,wds.dat,840873
J080632.42+273414.0:c1,WDS,08065+2734A,,M,WDS,wds.dat,237112
J080633.67-561618.0:c1,WDS,08066-5616A,,G,WDS,wds.dat,840935
J080637.18-484645.7:c1,WDS,08066-4847A,,F,WDS,wds.dat,237174
J080637.88-405824.9:c1,CCDM,08066-4058A,,A,CCDM,ccdm.dat,237244
J080637.88-405824.9:c1,WDS,08067-4058A,,A,WDS,wds.dat,840982
J080638.60+015547.0:c1,GCVS,YY CMi A,,F,CEV,catalog.dat,239200
J080638.60+015547.0:c1,GCVS,YY CMi A,,F,V/120,table2.dat,239200
J080638.60+015547.0:c1,GCVS,YY CMi A,,F,B/gcvs,gcvs_cat.dat,239200
J080638.60+015547.0:c2,GCVS,YY CMi B,,G,V/120,table2.dat,239201
J080639.33-432515.3:c1,CCDM,08067-4325A,,G,CCDM,ccdm.dat,237249
J080639.33-432515.3:c1,WDS,08067-4325A,,G,WDS,wds.dat,840989
J080640.11+733359.4:c1,CCDM,08067+7334A,,A,CCDM,ccdm.dat,237185
J080640.11+733359.4:c1,WDS,08067+7334A,,A,WDS,wds.dat,840939
J080643.09-275049.8:c1,CCDM,08067-2751A,,A,CCDM,ccdm.dat,237217
J080643.09-275049.8:c1,WDS,08067-2751A,,A,WDS,wds.dat,840959
J080643.35+335348.3:c1,CCDM,08067+3354A,,F,CCDM,ccdm.dat,237191
J080643.35+335348.3:c1,WDS,08067+3354A,,F,WDS,wds.dat,840945
J080644.27-490304.8:c1,WDS,08067-4903A,,F,WDS,wds.dat,237255
J080645.19-214041.9:c1,CCDM,08068-2141A,,A,CCDM,ccdm.dat,237320
J080645.19-214041.9:c1,WDS,08068-2140A,,B,WDS,wds.dat,841046
J080647.87-311006.6:c1,CCDM,08068-3110A,,B,CCDM,ccdm.dat,237332
J080647.87-311006.6:c1,WDS,08068-3110A,,B,WDS,wds.dat,841054
J080648.18+330238.0:c1,WDS,08068+3303A,,K,WDS,wds.dat,841024
J080648.67-213820.0:c1,CCDM,08068-2138A,,F,CCDM,ccdm.dat,237315
J080648.67-213820.0:c1,WDS,08068-2138A,,F,WDS,wds.dat,841043
J080650.45+460944.7:c1,WDS,08068+4610A,,M,WDS,wds.dat,237279
J080650.76-233834.0:c1,CCDM,08068-2339A,,A,CCDM,ccdm.dat,237383
J080650.76-233834.0:c1,WDS,08069-2339A,,A,WDS,wds.dat,841104
J080651.51-270650.5:c1,CCDM,08069-2706A,,B,CCDM,ccdm.dat,237390
J080651.51-270650.5:c1,WDS,08069-2707A,,B,WDS,wds.dat,841113
J080651.51-270650.5:c2,CCDM,08069-2706B,,K,CCDM,ccdm.dat,237391
J080651.51-270650.5:c2,WDS,08069-2707B,,K,WDS,wds.dat,841116
J080653.35-051711.7:c1,CCDM,08069-0517A,,K,CCDM,ccdm.dat,237372
J080653.35-051711.7:c1,WDS,08069-0518A,,K,WDS,wds.dat,841095
J080653.73-661815.3:c1,WDS,08069-6618A,,D,WDS,wds.dat,237401
J080654.68-025846.0:c1,CCDM,08069-0259A,,A,CCDM,ccdm.dat,237365
J080654.68-025846.0:c1,WDS,08069-0259A,,A,WDS,wds.dat,841086
J080657.46+253200.1:c1,WDS,08069+2530A,,K,WDS,wds.dat,841073
J080658.57+445515.0:c1,WDS,08070+4455A,,M,WDS,wds.dat,237405
J080659.08+085316.5:c1,CCDM,08070+0853A,,A,CCDM,ccdm.dat,237439
J080659.08+085316.5:c1,WDS,08070+0853A,,A,WDS,wds.dat,841145
J080659.19+430130.7:c1,WDS,08070+4302A,,M,WDS,wds.dat,237409
J080659.71+260050.8:c1,WDS,08070+2601A,,M,WDS,wds.dat,237419
J080659.71+260050.8:c2,WDS,08070+2601B,,M,WDS,wds.dat,237420
J080700.52-292409.3:c1,WDS,08070-2924A,,G,WDS,wds.dat,237453
J080700.60+014715.4:c1,WDS,08070+0147A,,G,WDS,wds.dat,237443
J080701.43+205329.4:c1,CCDM,08070+2053A,,G,CCDM,ccdm.dat,237424
J080701.43+205329.4:c1,WDS,08070+2053A,,G,WDS,wds.dat,841135
J080701.43+205329.4:c1A,CCDM,08070+2053A,,G,CCDM,ccdm.dat,237428
J080701.43+205329.4:c1A,WDS,08070+2053A,,G,WDS,wds.dat,841138
J080702.15-295348.6:c1,CCDM,08070-2954A,,G,CCDM,ccdm.dat,237460
J080702.15-295348.6:c1,WDS,08070-2954A,,G,WDS,wds.dat,841158
J080704.60+540711.5:c1,CCDM,08071+5407A,,A,CCDM,ccdm.dat,237478
J080704.60+540711.5:c1,WDS,08071+5407A,,A,WDS,wds.dat,841176
J080705.52-481122.5:c1,CCDM,08071-4811A,,A,CCDM,ccdm.dat,237515
J080705.52-481122.5:c1,WDS,08071-4811A,,B,WDS,wds.dat,841198
J080706.05+302140.5:c1,WDS,08071+3022A,,M,WDS,wds.dat,237487
J080707.47+012046.3:c1,CCDM,08071+0121A,,K,CCDM,ccdm.dat,237505
J080707.47+012046.3:c1,WDS,08071+0121A,,K,WDS,wds.dat,841188
J080709.05+072300.4:c1,CCDM,08071+0723A,,K,CCDM,ccdm.dat,237555
J080709.05+072300.4:c1,WDS,08072+0723A,,K,WDS,wds.dat,841218
J080709.05+072300.4:c2,CCDM,08071+0723B,,K,CCDM,ccdm.dat,237556
J080710.02+563438.3:c1,CCDM,08072+5635A,,A,CCDM,ccdm.dat,237526
J080710.02+563438.3:c1,WDS,08072+5635A,,A,WDS,wds.dat,841207
J080710.31+305655.7:c1,WDS,08072+3057A,,M,WDS,wds.dat,237534
J080710.35+352843.8:c1,WDS,08072+3529A,,M,WDS,wds.dat,237530
J080710.97+121847.5:c1,CCDM,08072+1219A,,K,CCDM,ccdm.dat,237548
J080710.97+121847.5:c1,WDS,08072+1219A,,K,WDS,wds.dat,841213
J080719.54+121235.0:c1,CCDM,08073+1213A,,F,CCDM,ccdm.dat,237586
J080719.54+121235.0:c1,WDS,08073+1213A,,F,WDS,wds.dat,841241
J080720.94+072617.9:c1,WDS,08073+0726A,,M,WDS,wds.dat,237596
J080724.74+001209.3:c1,CCDM,08074+0012A,,K,CCDM,ccdm.dat,237644
J080724.74+001209.3:c1,WDS,08074+0012A,,K,WDS,wds.dat,841285
J080724.81-491829.2:c1,WDS,08074-4919A,,F,WDS,wds.dat,237659
J080724.81-491829.2:c2,WDS,08074-4919B,,F,WDS,wds.dat,237660
J080727.75-763200.6:c1,GCVS,Z Cha A,,G,B/gcvs,gcvs_cat.dat,239151
J080727.75-763200.6:c2,GCVS,Z Cha B,0.488,,Svechnikov84,table2.dat,239152
J080732.25-121348.0:c1,CCDM,08075-1213A,,F,CCDM,ccdm.dat,239081
J080732.29-121211.2:c1,WDS,08075-1212A,,F,WDS,wds.dat,841299
J080732.64-241815.1:c1,WDS,08075-2418A,,F,WDS,wds.dat,841306
J080732.64-241815.1:c1,CCDM,08075-2418A,,F,CCDM,ccdm.dat,237675
J080733.17+060700.1:c1,WDS,08076+0607A,,M,WDS,wds.dat,237720
J080733.29+451230.8:c1,WDS,08076+4513A,,G,WDS,wds.dat,841317
J080733.29+451230.8:c1,CCDM,08076+4513A,,G,CCDM,ccdm.dat,237692
J080734.00-551937.0:c1,GCVS,V608 Car A,,A,B/gcvs,gcvs_cat.dat,239208
J080734.77+142228.8:c1,WDS,08076+1422A,,G,WDS,wds.dat,237712
J080736.91+664652.7:c1,WDS,08076+6647A,,F,WDS,wds.dat,237685
J080736.91+664652.7:c2,WDS,08076+6647B,,K,WDS,wds.dat,237686
J080741.59+414802.0:c1,GCVS,SW Lyn A,5.8,F,II/150A,catalog.dat,239135
J080741.59+414802.0:c1,GCVS,SW Lyn A,0.948,,Svechnikov84,table2.dat,239135
J080741.59+414802.0:c1,GCVS,SW Lyn A,0.948,,Svechnikov84,table2.dat,842341
J080741.59+414802.0:c1,GCVS,SW Lyn A,5.8,F,II/150A,catalog.dat,842341
J080741.59+414802.0:c1,GCVS,SW Lyn A,,F,CEV,catalog.dat,239135
J080741.59+414802.0:c1,GCVS,SW Lyn A,,F,CEV,catalog.dat,842341
J080741.59+414802.0:c1,GCVS,SW Lyn A,,F,V/120,table2.dat,239135
J080741.59+414802.0:c1,GCVS,SW Lyn A,,F,V/120,table2.dat,842341
J080741.59+414802.0:c1,GCVS,SW Lyn A,,F,B/gcvs,gcvs_cat.dat,239135
J080741.59+414802.0:c1,GCVS,SW Lyn A,,F,B/gcvs,gcvs_cat.dat,842341
J080741.59+414802.0:c2,GCVS,SW Lyn B,0.42,M,II/150A,catalog.dat,239136
J080741.59+414802.0:c2,GCVS,SW Lyn B,0.42,M,II/150A,catalog.dat,842342
J080741.59+414802.0:c2,GCVS,SW Lyn B,,K,V/120,table2.dat,239136
J080741.59+414802.0:c2,GCVS,SW Lyn B,,K,V/120,table2.dat,842342
J080744.62-025845.6:c1,CCDM,08077-0259A,,K,CCDM,ccdm.dat,237748
J080744.62-025845.6:c1,WDS,08077-0259A,,K,WDS,wds.dat,841353
J080745.70+554054.0:c1,WDS,08078+5541A,,M,WDS,wds.dat,237768
J080746.50+354653.9:c1,WDS,08078+3547A,,M,WDS,wds.dat,237776
J080751.31+651421.0:c1,WDS,08079+6513A,,M,WDS,wds.dat,237805
J080751.31+651421.0:c2,WDS,08079+6513B,,M,WDS,wds.dat,237806
J080752.01+305920.8:c1,WDS,08079+3059A,,M,WDS,wds.dat,237809
J080752.56-513502.0:c1,CCDM,08079-5135A,,G,CCDM,ccdm.dat,237842
J080752.56-513502.0:c1,WDS,08079-5135A,,G,WDS,wds.dat,841411
J080755.88-683701.5:c1,CCDM,08079-6837A,,B,CCDM,ccdm.dat,237848
J080755.88-683701.5:c1,WDS,08079-6837A,,B,WDS,wds.dat,841415
J080756.29-012058.3:c1,CCDM,08079-0121A,,A,CCDM,ccdm.dat,237815
J080756.29-012058.3:c1,WDS,08079-0121A,,A,WDS,wds.dat,841388
J080756.67-312211.6:c1,CCDM,08079-3122A,,A,CCDM,ccdm.dat,237824
J080756.67-312211.6:c1,WDS,08079-3122A,,A,WDS,wds.dat,841393
J080758.59-312708.7:c1,CCDM,08080-3127A,,B,CCDM,ccdm.dat,237880
J080758.59-312708.7:c1,WDS,08080-3127A,,A,WDS,wds.dat,841430
J080759.26-622123.9:c1,WDS,08080-6221A,,G,WDS,wds.dat,841448
J080759.26-622123.9:c1,CCDM,08080-6221A,,G,CCDM,ccdm.dat,237896
J080801.25-514415.3:c1,CCDM,08080-5144A,,A,CCDM,ccdm.dat,237887
J080801.25-514415.3:c1,WDS,08080-5144A,,A,WDS,wds.dat,841437
J080801.25-514415.3:c1,WDS,08080-5144AB,,A,WDS,wds.dat,841444
J080801.25-514415.3:p1-2,WDS,08080-5144AB,,A,WDS,wds.dat,841434
J080802.29+461114.2:c1,CCDM,08080+4611A,,G,CCDM,ccdm.dat,237856
J080802.29+461114.2:c1,WDS,08080+4611A,,G,WDS,wds.dat,841420
J080802.29+461114.2:c2,WDS,08080+4611B,,G,WDS,wds.dat,841421
J080803.38+562710.1:c1,CCDM,08081+5627A,,F,CCDM,ccdm.dat,237914
J080803.38+562710.1:c1,WDS,08081+5627A,,F,WDS,wds.dat,841463
J080803.38+562710.1:c1A,CCDM,08081+5627A,,F,CCDM,ccdm.dat,237918
J080808.09+342038.3:c1,WDS,08081+3421A,,M,WDS,wds.dat,237933
J080808.68+491534.5:c1,CCDM,08081+4916A,,F,CCDM,ccdm.dat,237929
J080808.68+491534.5:c1,WDS,08081+4916A,,F,WDS,wds.dat,841473
J080810.54+715527.8:c1,CCDM,08081+7155A,,G,CCDM,ccdm.dat,237968
J080810.54+715527.8:c1,WDS,08082+7155A,,G,WDS,wds.dat,841496
J080810.77-220805.9:c1,CCDM,08082-2208A,,G,CCDM,ccdm.dat,237995
J080810.77-220805.9:c1,WDS,08082-2208A,,G,WDS,wds.dat,841515
J080811.83+494658.7:c1,WDS,08082+4947A,,M,WDS,wds.dat,237972
J080812.26-083011.2:c1,CCDM,08082-0830A,,G,CCDM,ccdm.dat,237989
J080812.26-083011.2:c1,WDS,08082-0830A,,G,WDS,wds.dat,841509
J080812.94-610438.4:c1,CCDM,08082-6105A,,K,CCDM,ccdm.dat,238008
J080812.94-610438.4:c1,CCDM,08082-6105A,,K,CCDM,ccdm.dat,841536
J080812.94-610438.4:c1,WDS,08082-6105A,,G,WDS,wds.dat,841528
J080812.94-610438.4:c1,WDS,08082-6105A,,K,WDS,wds.dat,841528
J080813.20+210617.0:c1,WDS,08082+2106A,,K,WDS,wds.dat,841503
J080813.20+210617.0:c2,WDS,08082+2106B,,M,WDS,wds.dat,841505
J080815.20-420148.0:c1,GCVS,BH Pup A,,B,CEV,catalog.dat,239248
J080815.20-420148.0:c1,GCVS,BH Pup A,,B,J/A+A/417/263,table6d.dat,239248
J080815.20-420148.0:c1,GCVS,BH Pup A,,B,B/gcvs,gcvs_cat.dat,239248
J080819.34-233703.5:c1,CCDM,08083-2337A,,B,CCDM,ccdm.dat,238030
J080819.34-233703.5:c1,WDS,08083-2337A,,B,WDS,wds.dat,841546
J080819.65-385541.1:c1,WDS,08083-3856A,,F,WDS,wds.dat,238035
J080819.65-385541.1:c2,WDS,08083-3856B,,G,WDS,wds.dat,238036
J080820.06+253309.5:c1,CCDM,08083+2533A,,F,CCDM,ccdm.dat,238017
J080820.06+253309.5:c1,WDS,08083+2533A,,F,WDS,wds.dat,841540
J080821.42+375203.6:c1,CCDM,08084+3752A,,K,CCDM,ccdm.dat,238041
J080821.42+375203.6:c1,WDS,08084+3752A,,K,WDS,wds.dat,841553
J080823.19-150944.0:c1,CCDM,08084-1510A,,A,CCDM,ccdm.dat,238060
J080823.19-150944.0:c1,WDS,08084-1510A,,A,WDS,wds.dat,841562
J080823.65-310443.9:c1,CCDM,08084-3105A,,A,CCDM,ccdm.dat,238079
J080823.65-310443.9:c1,WDS,08084-3105A,,A,WDS,wds.dat,841583
J080825.99-295242.6:c1,CCDM,08084-2953A,,G,CCDM,ccdm.dat,238073
J080825.99-295242.6:c1,WDS,08084-2953A,,G,WDS,wds.dat,841575
J080826.12-010153.0:c1,CCDM,08084-0102A,,M,CCDM,ccdm.dat,238054
J080826.12-010153.0:c1,WDS,08084-0102A,,M,WDS,wds.dat,841558
J080827.44+513023.8:c1,WDS,08085+5130A,,A,WDS,wds.dat,841594
J080827.44+513023.8:c1,CCDM,08084+5130A,,A,CCDM,ccdm.dat,238090
J080828.17-523703.0:c1,CCDM,08085-5237A,,F,CCDM,ccdm.dat,238140
J080828.17-523703.0:c1,WDS,08085-5237A,,F,WDS,wds.dat,841635
J080828.56+230008.7:c1,WDS,08085+2300A,,M,WDS,wds.dat,238102
J080829.63-195136.9:c1,CCDM,08085-1951A,,A,CCDM,ccdm.dat,238113
J080829.63-195136.9:c1,WDS,08085-1952A,,B,WDS,wds.dat,841603
J080829.63-195136.9:c1A,CCDM,08085-1951A,,A,CCDM,ccdm.dat,238117
J080829.63-195136.9:c2,CCDM,08085-1951B,,K,CCDM,ccdm.dat,238119
J080829.63-195136.9:c2,WDS,08085-1952B,,K,WDS,wds.dat,841612
J080829.63-195136.9:c2,WDS,08085-1952B,,K,WDS,wds.dat,841616
J080830.30-415457.5:c1,CCDM,08085-4155A,,A,CCDM,ccdm.dat,238134
J080830.30-415457.5:c1,WDS,08085-4155A,,A,WDS,wds.dat,841627
J080833.84-360809.2:c1,WDS,08086-3608A,,M,WDS,wds.dat,238193
J080833.86-020443.3:c1,WDS,08086-0205A,,G,WDS,wds.dat,238151
J080834.21-494046.6:c1,CCDM,08086-4941A,,B,CCDM,ccdm.dat,238207
J080834.21-494046.6:c1,WDS,08086-4941A,,B,WDS,wds.dat,841692
J080835.30-390857.9:c1,WDS,08086-3909A,,F,WDS,wds.dat,238197
J080835.65-025901.6:c1,CCDM,08086-0259A,,G,CCDM,ccdm.dat,238156
J080835.65-025901.6:c1,WDS,08086-0259A,,G,WDS,wds.dat,841649
J080837.16+413119.0:c1,CCDM,08086+4131A,,A,CCDM,ccdm.dat,238146
J080837.16+413119.0:c1,WDS,08086+4131A,,A,WDS,wds.dat,841641
J080838.61-204020.5:c1,CCDM,08086-2040A,,F,CCDM,ccdm.dat,238175
J080838.61-204020.5:c1,WDS,08086-2040A,,F,WDS,wds.dat,841664
J080839.71+240115.3:c1,WDS,08087+2401A,,F,WDS,wds.dat,841702
J080840.79-452458.1:c1,CCDM,08087-4525A,,A,CCDM,ccdm.dat,238273
J080840.79-452458.1:c1,WDS,08087-4525A,,A,WDS,wds.dat,841754
J080841.88-421122.7:c1,CCDM,08087-4211A,,A,CCDM,ccdm.dat,238266
J080841.88-421122.7:c1,WDS,08087-4211A,,A,WDS,wds.dat,841745
J080843.55-202147.5:c1,CCDM,08087-2022A,,A,CCDM,ccdm.dat,238229
J080843.55-202147.5:c1,WDS,08087-2022A,,A,WDS,wds.dat,841710
J080844.08+574945.4:c1,CCDM,08087+5750A,,A,CCDM,ccdm.dat,238213
J080844.08+574945.4:c1,WDS,08087+5750A,,A,WDS,wds.dat,841696
J080846.17-692341.7:c1,WDS,08087-6924A,,K,WDS,wds.dat,841764
J080847.10-763815.4:c1,CCDM,08088-7638A,,K,CCDM,ccdm.dat,239085
J080849.56+272849.0:c1,CCDM,08088+2729A,,K,CCDM,ccdm.dat,238293
J080849.56+272849.0:c1,WDS,08088+2729A,,G,WDS,wds.dat,841768
J080849.58-763815.2:c1,WDS,08088-7638A,,K,WDS,wds.dat,238337
J080849.81-491342.3:c1,WDS,08088-4914A,,A,WDS,wds.dat,238327
J080849.81-491342.3:c2,WDS,08088-4914B,,A,WDS,wds.dat,238328
J080850.70-432343.8:c1,CCDM,08088-4324A,,G,CCDM,ccdm.dat,238375
J080850.70-432343.8:c1,WDS,08089-4324A,,G,WDS,wds.dat,841817
J080856.40-685929.7:c1,CCDM,08089-6859A,,A,CCDM,ccdm.dat,238387
J080856.40-685929.7:c1,WDS,08089-6859A,,A,WDS,wds.dat,841825
J080856.44+324912.4:c1,WDS,08090+3249A,,M,WDS,wds.dat,841839
J080856.44+324912.4:c2,WDS,08090+3249B,,M,WDS,wds.dat,841841
J080900.86-611805.9:c1,WDS,08090-6118A,,F,WDS,wds.dat,841866
J080900.86-611805.9:p1-2,WDS,08090-6118A,,F,WDS,wds.dat,238435
J080900.86-611805.9:p1-2,WDS,08090-6118A,,F,WDS,wds.dat,238436
J080900.86-611805.9:p1-2,WDS,08090-6118A,,F,WDS,wds.dat,238437
J080900.95-014740.1:c1,CCDM,08090-0148A,,A,CCDM,ccdm.dat,238412
J080900.95-014740.1:c1,WDS,08090-0148A,,A,WDS,wds.dat,841846
J080902.64-393049.6:c1,CCDM,08090-3931A,,K,CCDM,ccdm.dat,238519
J080902.64-393049.6:c1,WDS,08091-3931A,,K,WDS,wds.dat,841938
J080902.64-393049.6:c2,CCDM,08090-3931B,,K,CCDM,ccdm.dat,238520
J080902.70-313120.7:c1,CCDM,08090-3131A,,A,CCDM,ccdm.dat,238570
J080902.70-313120.7:c1,WDS,08092-3131A,,A,WDS,wds.dat,841987
J080903.00+575809.3:c1,CCDM,08091+5758A,,A,CCDM,ccdm.dat,239089
J080903.45-261717.4:c1,CCDM,08091-2617A,,G,CCDM,ccdm.dat,238494
J080903.45-261717.4:c1,WDS,08091-2617A,,G,WDS,wds.dat,841911
J080904.19-225400.7:c1,CCDM,08091-2254A,,B,CCDM,ccdm.dat,238482
J080904.19-225400.7:c1,WDS,08091-2254A,,B,WDS,wds.dat,841903
J080905.78-004824.4:c1,CCDM,08091-0048A,,F,CCDM,ccdm.dat,238472
J080905.78-004824.4:c1,WDS,08091-0048A,,F,WDS,wds.dat,841897
J080906.12+511900.0:c1,CCDM,08091+5119A,,A,CCDM,ccdm.dat,238444
J080906.12+511900.0:c1,WDS,08091+5119A,,A,WDS,wds.dat,841871
J080906.67-301922.3:c1,CCDM,08091-3019A,,K,CCDM,ccdm.dat,238500
J080906.67-301922.3:c1,WDS,08091-3019A,,K,WDS,wds.dat,841919
J080907.04+442553.0:c1,WDS,08091+4426A,,F,WDS,wds.dat,238448
J080907.04+442553.0:c2,WDS,08091+4426B,,M,WDS,wds.dat,238449
J080907.38+292758.6:c1,WDS,08091+2928A,,G,WDS,wds.dat,238461
J080907.71-261357.2:c1,CCDM,08091-2614A,,K,CCDM,ccdm.dat,238487
J080907.71-261357.2:c1,WDS,08091-2614A,,K,WDS,wds.dat,841906
J080908.85+371400.3:c1,CCDM,08091+3714A,,F,CCDM,ccdm.dat,238455
J080908.85+371400.3:c1,WDS,08091+3714A,,F,WDS,wds.dat,841878
J080911.04-374749.5:c1,CCDM,08092-3748A,,B,CCDM,ccdm.dat,238577
J080911.04-374749.5:c1,WDS,08092-3748A,,B,WDS,wds.dat,841992
J080911.63-064207.2:c1,CCDM,08092-0642A,,G,CCDM,ccdm.dat,238552
J080911.63-064207.2:c1,WDS,08092-0642A,,G,WDS,wds.dat,841965
J080918.42-510045.0:c1,CCDM,08093-5101A,,A,CCDM,ccdm.dat,238615
J080918.42-510045.0:c1,WDS,08093-5101A,,A,WDS,wds.dat,842022
J080922.63+373423.5:c1,CCDM,08094+3734A,,G,CCDM,ccdm.dat,238650
J080922.63+373423.5:c1,WDS,08094+3734A,,G,WDS,wds.dat,842046
J080923.96+302049.6:c1,CCDM,08094+3021A,,G,CCDM,ccdm.dat,238657
J080923.96+302049.6:c1,WDS,08094+3021A,,G,WDS,wds.dat,842055
J080924.81+581804.0:c1,WDS,08094+5818A,,K,WDS,wds.dat,238623
J080925.84+375222.3:c1,CCDM,08094+3753A,,G,CCDM,ccdm.dat,238639
J080925.84+375222.3:c1,WDS,08094+3752A,,G,WDS,wds.dat,842037
J080925.91+520350.2:c1,WDS,08094+5204A,,G,WDS,wds.dat,238627
J080927.04-455019.3:c1,CCDM,08095-4550A,,B,CCDM,ccdm.dat,238740
J080927.04-455019.3:c1,WDS,08095-4550A,,B,WDS,wds.dat,842122
J080928.51-161457.0:c1,CCDM,08095-1615A,,B,CCDM,ccdm.dat,238718
