bsdb,id,e,q,period,a,parallax,i,notes
J003019.93+595839.1:p1-3,2626,,,,,4.54,, | ref_idsys: HD | id: 2626 | catalogue: Hipparcos | filename: hip_main.dat
J003045.56+473147.5:p1-2,416,0.847,,51916.635,0.689,20.27,78.0, | ref_idsys: ADS | id: 416 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J003045.56+473147.5:p1A-1B,416; 2675; 2414; 00308+4732AB,0.847,,51916.635,0.689,20.47,78.0, | ref_idsys: ADS; HD; HIP; WDS | id: 416; 2675; 2414; 00308+4732AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003056.00+734006.0:p1-2,V380 Cas,,,2.71454,,,, | ref_idsys: GCVS | id: V380 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003058.40+340554.6:p1-2,2731,,,,,4.99,, | ref_idsys: HD | id: 2731 | catalogue: Hipparcos | filename: hip_main.dat
J003059.90-100502.5:c2,00310-1005BC,0.55,,49184.565,0.38,,61.4, | ref_idsys: WDS | id: 00310-1005BC | catalogue: ORB6 | filename: orb6.dat
J003059.90-100502.5:p1-2,426; 2761; 2444,0.55,,49184.565,0.38,12.210714285714285,61.4, | ref_idsys: ADS; HD; HIP | id: 426; 2761; 2444 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003059.90-100502.5:p2A-2B,426; 2761; 2444; 00310-1005BC,0.55,,49184.565,0.38,12.246875,61.39999999999999, | ref_idsys: ADS; HD; HIP; WDS | id: 426; 2761; 2444; 00310-1005BC | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003101.18-313820.9:p1-2,2762,,,,,8.28,, | ref_idsys: HD | id: 2762 | catalogue: Hipparcos | filename: hip_main.dat
J003102.52+501514.4:p1-2,2712,,,,,3.8200000000000003,, | ref_idsys: HD | id: 2712 | catalogue: Hipparcos | filename: hip_main.dat
J003106.82+004135.7:p1-2,2465,0.222,,14.18,,,, | ref_idsys: SBC9 | id: 2465 | catalogue: SB9 | filename: orbits.dat
J003110.25-641737.1:p1-2,2849,,,,,3.91,, | ref_idsys: HD | id: 2849 | catalogue: Hipparcos | filename: hip_main.dat
J003131.81-111623.1:p1-2,2819,,,,,15.36,, | ref_idsys: HD | id: 2819 | catalogue: Hipparcos | filename: hip_main.dat
J003132.78-625729.8:p1-2,2885; 2487,0.7541176470588236,,16292.298529411766,0.3995294117647059,0.0,146.9, | ref_idsys: HD; HIP | id: 2885; 2487 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J003132.78-625729.8:p2A-2B,2885; 2487; 00315-6257CD,0.7516129032258064,,16295.805483870969,0.4003225806451613,0.0,146.9, | ref_idsys: HD; HIP; WDS | id: 2885; 2487; 00315-6257CD | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J003133.50-361624.9:p1-2,CE Scl,,,2.277687,,,, | ref_idsys: GCVS | id: CE Scl | catalogue: B/gcvs | filename: gcvs_cat.dat
J003138.49+580837.1:p1-2,236450,,,,,2.01,, | ref_idsys: HD | id: 236450 | catalogue: Hipparcos | filename: hip_main.dat
J003139.60+531300.0:p1-2,V445 Cas,,,0.6735225,,,, | ref_idsys: GCVS | id: V445 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003143.41+192855.3:p1-2,2815,,,,,5.23,, | ref_idsys: HD | id: 2815 | catalogue: Hipparcos | filename: hip_main.dat
J003146.32+543120.4:p1-2,434; 2772; 2505; 00318+5431AB,0.816,,195945.6675,1.165,8.836,75.8, | ref_idsys: ADS; HD; HIP; WDS | id: 434; 2772; 2505; 00318+5431AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003149.53+365801.9:p1-2,2814,,,,,6.400000000000001,, | ref_idsys: HD | id: 2814 | catalogue: Hipparcos | filename: hip_main.dat
J003149.53+365801.9:p1-3,2814,,,,,6.4,, | ref_idsys: HD | id: 2814 | catalogue: Hipparcos | filename: hip_main.dat
J003149.53+365801.9:p1-4,2814,,,,,6.4,, | ref_idsys: HD | id: 2814 | catalogue: Hipparcos | filename: hip_main.dat
J003154.50+714138.9:p1-2,CV Cas,,,2.5876325,,,, | ref_idsys: GCVS | id: CV Cas | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J003204.60+552721.0:p1-2,NT Cas,,,1.1225067499999999,,,, | ref_idsys: GCVS | id: NT Cas | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J003204.76-181319.5:p1-2,2894,,,,,2.845,, | ref_idsys: HD | id: 2894 | catalogue: Hipparcos | filename: hip_main.dat
J003207.04-121741.8:p1-2,2893,,,,,13.779999999999998,, | ref_idsys: HD | id: 2893 | catalogue: Hipparcos | filename: hip_main.dat
J003208.12-051044.0:c1,00321-0511AB,0.01,,7794.4349999999995,0.181,,150.0, | ref_idsys: WDS | id: 00321-0511AB | catalogue: J/A+A/546/A69; ORB6 | filename: table2.dat; orb6.dat
J003208.12-051044.0:c1A,00321-0511AB,0.01,,7794.4349999999995,0.181,,150.0, | ref_idsys: WDS | id: 00321-0511AB | catalogue: J/A+A/546/A69; ORB6 | filename: table2.dat; orb6.dat
J003208.12-051044.0:p1-2,450,0.23659999999999998,,6249.7197,0.1726,21.69,150.0, | ref_idsys: ADS | id: 450 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J003208.12-051044.0:p1-3,450; 2880; 2533,0.21690909090909088,,6391.476545454545,0.17254545454545453,21.65777777777778,150.0, | ref_idsys: ADS; HD; HIP | id: 450; 2880; 2533 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003208.12-051044.0:p1A-1B,450; 2880; 2533,0.21949999999999997,,6372.8243289473685,0.17255263157894735,21.661935483870966,150.0, | ref_idsys: ADS; HD; HIP | id: 450; 2880; 2533 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003208.12-051044.0:p1AA-1AB,450; 2880; 2533; 00321-0511AB,0.18306521739130432,,6620.060967391305,0.17402173913043475,21.661935483870966,150.0, | ref_idsys: ADS; HD; HIP; WDS | id: 450; 2880; 2533; 00321-0511AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J003208.12-051044.0:p5-6,450; 2880; 2533,0.2169090909090909,,6391.476545454545,0.17254545454545453,21.65777777777778,150.0, | ref_idsys: ADS; HD; HIP | id: 450; 2880; 2533 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003221.20+851838.8:p1-2,3183,0.011,,11.9022,,,, | ref_idsys: SBC9 | id: 3183 | catalogue: SB9 | filename: orbits.dat
J003221.79+582019.0:p1-2,2851,,,,,11.36,, | ref_idsys: HD | id: 2851 | catalogue: Hipparcos | filename: hip_main.dat
J003221.79+582019.0:p1-4,2851,,,,,11.36,, | ref_idsys: HD | id: 2851 | catalogue: Hipparcos | filename: hip_main.dat
J003221.79+582019.0:p1-6,2851,,,,,11.36,, | ref_idsys: HD | id: 2851 | catalogue: Hipparcos | filename: hip_main.dat
J003223.71+214641.3:p1-2,2891,,,,,4.84,, | ref_idsys: HD | id: 2891 | catalogue: Hipparcos | filename: hip_main.dat
J003223.78+065719.6:c1B,00324+0657AB,0.803,,9332.1375,0.1559,,, | ref_idsys: WDS | id: 00324+0657AB | catalogue: J/A+A/546/A69 | filename: table2.dat
J003223.78+065719.6:p1-2,449; 2913; 2548; 00324+0657AB,0.803,,9332.1375,0.1559,12.353,114.0, | ref_idsys: ADS; HD; HIP; WDS | id: 449; 2913; 2548; 00324+0657AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J003223.78+065719.6:p1-3,449,0.803,,9332.1375,0.1559,12.35,114.0, | ref_idsys: ADS | id: 449 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J003223.78+065719.6:p1-5,449,0.803,,9332.1375,0.1559,12.35,114.0, | ref_idsys: ADS | id: 449 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J003223.78+065719.6:p1A-1B,449; 2913; 2548,0.803,,9332.1375,0.15590000000000004,12.353125,114.0, | ref_idsys: ADS; HD; HIP | id: 449; 2913; 2548 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003224.69+570152.0:p1-2,NU Cas,,,0.76669465,,,, | ref_idsys: GCVS | id: NU Cas | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J003228.66-680026.7:p1-2,2989,,,,,19.65,, | ref_idsys: HD | id: 2989 | catalogue: Hipparcos | filename: hip_main.dat
J003229.43+671408.7:c2,00321+6715AB,0.293,,81195.075,3.322,,47.3, | ref_idsys: WDS | id: 00321+6715AB | catalogue: ORB6 | filename: orb6.dat
J003229.43+671408.7:p1-2,440; 2552,0.2188333333333333,,43414.8325,1.8873333333333333,99.35,45.949999999999996, | ref_idsys: ADS; HIP | id: 440; 2552 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J003229.43+671408.7:p1-3,440; 2552; 00321+6715AB,0.22453846153846152,,46321.005,1.9976923076923077,99.35,46.22, | ref_idsys: ADS; HIP; WDS | id: 440; 2552; 00321+6715AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J003229.43+671408.7:p1-4,440,0.21883333333333332,,43414.8325,1.8873333333333333,99.35,45.95, | ref_idsys: ADS | id: 440 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J003234.05+281151.4:p1-2,2308,0.949,,2127.8100000000004,,,, | ref_idsys: SBC9 | id: 2308 | catalogue: SB9 | filename: orbits.dat
J003243.19+385037.6:p1-2,2923,,,,,4.47,, | ref_idsys: HD | id: 2923 | catalogue: Hipparcos | filename: hip_main.dat
J003243.63+780641.2:p1-2,2770,,,,,12.16,, | ref_idsys: HD | id: 2770 | catalogue: Hipparcos | filename: hip_main.dat
J003249.11+281649.1:p1A-1B,1512,0.055,,7.48866,,,, | ref_idsys: SBC9 | id: 1512 | catalogue: SB9 | filename: orbits.dat
J003251.59+491939.0:p1-2,V381 Cas,,,1.745957,,,, | ref_idsys: GCVS | id: V381 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003251.84+355128.1:p1-2,2933,,,,,3.83,, | ref_idsys: HD | id: 2933 | catalogue: Hipparcos | filename: hip_main.dat
J003323.83-404343.7:p1-2,3033,,,,,8.02,, | ref_idsys: HD | id: 3033 | catalogue: Hipparcos | filename: hip_main.dat
J003326.63+473859.5:p1-2,2982,,,,,-0.72,, | ref_idsys: HD | id: 2982 | catalogue: Hipparcos | filename: hip_main.dat
J003329.96+400620.2:p1-2,463; 2993; 2643; 00335+4006AB,0.29,,23569.582499999997,0.388,17.264375,111.6, | ref_idsys: ADS; HD; HIP; WDS | id: 463; 2993; 2643; 00335+4006AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J003330.40+623040.0:p1-2,ZZ Cas; 26,0.2,0.33,1.243521852631579,9.1,0.0,76.7, | ref_idsys: GCVS; SBC9 | id: ZZ Cas; 26 | catalogue: II/150A; V/115; CEV; J/MNRAS/491/5489; B/gcvs; Svechnikov84; SB9 | filename: catalog.dat; table1.dat; tablea1.dat; gcvs_cat.dat; table2.dat; orbits.dat
J003332.64-610849.2:p1-2,3093,,,,,2.97,, | ref_idsys: HD | id: 3093 | catalogue: Hipparcos | filename: hip_main.dat
J003343.80-350007.5:p1-2,3074,,,,,27.63,, | ref_idsys: HD | id: 3074 | catalogue: Hipparcos | filename: hip_main.dat
J003346.70+440410.0:p1-2,HR And,,,1.2357,,,, | ref_idsys: GCVS | id: HR And | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J003410.62+313843.9:p1-2,3081,,,,,6.5,, | ref_idsys: HD | id: 3081 | catalogue: Hipparcos | filename: hip_main.dat
J003421.10+623459.0:p1-2,AT Cas,,,1.5955765,,,, | ref_idsys: GCVS | id: AT Cas | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J003424.91+664501.2:p1-2,3038,,,,,5.77,, | ref_idsys: HD | id: 3038 | catalogue: Hipparcos | filename: hip_main.dat
J003429.80-043247.7:c1,00345-0433AB,0.923,,1088810.25,2.74,,77.5, | ref_idsys: WDS | id: 00345-0433AB | catalogue: ORB6 | filename: orb6.dat
J003429.80-043247.7:p1-2,475; 3125,0.923,,1088810.25,2.74,11.734,77.5, | ref_idsys: ADS; HD | id: 475; 3125 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003429.80-043247.7:p1-3,475; 3125; 2713,0.923,,1088810.25,2.74,12.028,77.5, | ref_idsys: ADS; HD; HIP | id: 475; 3125; 2713 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003429.80-043247.7:p1-4,475; 3125; 2713,0.923,,1088810.25,2.74,11.65,77.5, | ref_idsys: ADS; HD; HIP | id: 475; 3125; 2713 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003429.80-043247.7:p1A-1B,475; 3125; 2713; 00345-0433AB,0.9230000000000002,,1088810.25,2.74,12.028,77.5, | ref_idsys: ADS; HD; HIP; WDS | id: 475; 3125; 2713; 00345-0433AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003433.73+625411.2:p1-10,3067,,,,,19.32,, | ref_idsys: HD | id: 3067 | catalogue: Hipparcos | filename: hip_main.dat
J003433.73+625411.2:p1-2,3067,,,,,19.32,, | ref_idsys: HD | id: 3067 | catalogue: Hipparcos | filename: hip_main.dat
J003433.73+625411.2:p1-7,3067,,,,,19.32,, | ref_idsys: HD | id: 3067 | catalogue: Hipparcos | filename: hip_main.dat
J003433.73+625411.2:p1-8,3067,,,,,19.32,, | ref_idsys: HD | id: 3067 | catalogue: Hipparcos | filename: hip_main.dat
J003433.73+625411.2:p1-9,3067,,,,,19.32,, | ref_idsys: HD | id: 3067 | catalogue: Hipparcos | filename: hip_main.dat
J003433.80+412005.0:p1-2,HS And,,,1.8571442,,,, | ref_idsys: GCVS | id: HS And | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J003445.04+851205.9:p1-2,3117,0.129,,123.01,,,, | ref_idsys: SBC9 | id: 3117 | catalogue: SB9 | filename: orbits.dat
J003447.51-585306.9:p1-2,3207,,,,,11.7,, | ref_idsys: HD | id: 3207 | catalogue: Hipparcos | filename: hip_main.dat
J003447.94+853227.3:p1-2,3113,0.34,,722.0,,,, | ref_idsys: SBC9 | id: 3113 | catalogue: SB9 | filename: orbits.dat
J003454.50+262639.5:p1-2,3150,,,,,7.489999999999999,, | ref_idsys: HD | id: 3150 | catalogue: Hipparcos | filename: hip_main.dat
J003455.80-223847.0:p1-2,SV Cet,,,0.5841935,,,, | ref_idsys: GCVS | id: SV Cet | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J003509.40+414004.0:p1-2,GW And,,,2.279377,,,, | ref_idsys: GCVS | id: GW And | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J003512.75-533255.0:p1-2,3245,,,,,-0.48,, | ref_idsys: HD | id: 3245 | catalogue: Hipparcos | filename: hip_main.dat
J003514.87-033534.2:p1-2,490; 3196; 2545,0.77225,,2519.179375,0.241,47.35666666666666,49.4, | ref_idsys: ADS; HD; SBC9 | id: 490; 3196; 2545 | catalogue: J/A+A/546/A69; ORB6; Hipparcos; J/MNRAS/349/1069; SB9 | filename: table1.dat; orb6.dat; hip_main.dat; orbits.dat
J003514.88-033534.1:c1,00352-0336AB,0.773,,2516.5725,0.241,,49.4, | ref_idsys: WDS | id: 00352-0336AB | catalogue: ORB6 | filename: orb6.dat
J003514.88-033534.1:p1-2,490; 3196; 2762,0.773,,2516.5725,0.24100000000000002,47.326,49.4, | ref_idsys: ADS; HD; HIP | id: 490; 3196; 2762 | catalogue: J/A+A/546/A69; ORB6; Hipparcos; J/MNRAS/349/1069 | filename: table1.dat; orb6.dat; hip_main.dat
J003514.88-033534.1:p1A-1B,490; 3196; 2762; 00352-0336AB,0.773,,2516.5725,0.241,47.308749999999996,49.4, | ref_idsys: ADS; HD; HIP; WDS | id: 490; 3196; 2762; 00352-0336AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos; J/MNRAS/349/1069 | filename: table1.dat; orb6.dat; hip_main.dat
J003514.88-033534.1:p3-4,490; 3196; 2762; 27,0.6286875000000001,,2045.1055181875001,0.241,47.333076923076916,49.4, | ref_idsys: ADS; HD; HIP; SBC9 | id: 490; 3196; 2762; 27 | catalogue: J/A+A/546/A69; ORB6; Hipparcos; J/MNRAS/349/1069; SB9 | filename: table1.dat; orb6.dat; hip_main.dat; orbits.dat
J003517.73-182526.6:p1-2,3217,,,,,5.61,, | ref_idsys: HD | id: 3217 | catalogue: Hipparcos | filename: hip_main.dat
J003518.50+694414.2:p1-2,3122,,,,,0.58,, | ref_idsys: HD | id: 3122 | catalogue: Hipparcos | filename: hip_main.dat
J003521.95+615152.8:p1-2,3140,,,,,1.38,, | ref_idsys: HD | id: 3140 | catalogue: Hipparcos | filename: hip_main.dat
J003521.95+615152.8:p1A-1B,3140,,,,,1.38,, | ref_idsys: HD | id: 3140 | catalogue: Hipparcos | filename: hip_main.dat
J003528.53+115024.6:p1-2,3213,,,,,10.53,, | ref_idsys: HD | id: 3213 | catalogue: Hipparcos | filename: hip_main.dat
J003528.53+115024.6:p1A-1B,3213,,,,,10.53,, | ref_idsys: HD | id: 3213 | catalogue: Hipparcos | filename: hip_main.dat
J003535.33+833754.0:p1-2,2972,,,,,5.08,, | ref_idsys: HD | id: 2972 | catalogue: Hipparcos | filename: hip_main.dat
J003539.48+342846.5:p1-2,492; 3212; 2801; 00357+3429AB,0.479,,173048.145,0.387,5.93875,134.6, | ref_idsys: ADS; HD; HIP; WDS | id: 492; 3212; 2801; 00357+3429AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003539.50+545545.0:p1-2,V962 Cas,,,2.7129,,,, | ref_idsys: GCVS | id: V962 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003541.58-462129.1:p1-2,3301,,,,,3.69,, | ref_idsys: HD | id: 3301 | catalogue: Hipparcos | filename: hip_main.dat
J003546.22+845714.3:p1-2,3196,0.013,,5.3277,,,, | ref_idsys: SBC9 | id: 3196 | catalogue: SB9 | filename: orbits.dat
J003547.33-731319.1:p1-2,3395,,,,,3.27,, | ref_idsys: HD | id: 3395 | catalogue: Hipparcos | filename: hip_main.dat
J003548.61+490117.3:p1-2,2583,0.0,,465.57,,,, | ref_idsys: SBC9 | id: 2583 | catalogue: SB9 | filename: orbits.dat
J003552.21+291416.6:p1-2,3251,,,,,1.92,, | ref_idsys: HD | id: 3251 | catalogue: Hipparcos | filename: hip_main.dat
J003602.23+295938.3:p1-2,497; 3266; 2844; 00360+2959AB,2.8434920634920635,,693975.0,4.5,17.82157894736842,126.94, | ref_idsys: ADS; HD; HIP; WDS | id: 497; 3266; 2844; 00360+2959AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003602.23+295938.3:p1-3,497; 3266; 2844,2.6892592592592592,,693975.0,4.5,17.796,126.94000000000001, | ref_idsys: ADS; HD; HIP | id: 497; 3266; 2844 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003602.23+295938.3:p1A-1B,497; 3266; 1513,2.1687285714285713,,416399.39933600003,4.5,18.119999999999997,126.94, | ref_idsys: ADS; HD; SBC9 | id: 497; 3266; 1513 | catalogue: J/A+A/546/A69; ORB6; Hipparcos; SB9 | filename: table1.dat; orb6.dat; hip_main.dat; orbits.dat
J003613.00+555448.0:p1-2,NV Cas,,,0.741512,,,, | ref_idsys: GCVS | id: NV Cas | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J003615.45+483320.7:p1-2,28,0.51,,13.504,,,, | ref_idsys: SBC9 | id: 28 | catalogue: SB9 | filename: orbits.dat
J003616.55+850949.8:p1-2,3184,0.175,,126.46,,,, | ref_idsys: SBC9 | id: 3184 | catalogue: SB9 | filename: orbits.dat
J003617.64-381741.6:p1-2,3365,,,,,7.769999999999999,, | ref_idsys: HD | id: 3365 | catalogue: Hipparcos | filename: hip_main.dat
J003620.10+271517.1:p1-2,29,0.57,,399.6,,,, | ref_idsys: SBC9 | id: 29 | catalogue: SB9 | filename: orbits.dat
J003627.90+213214.0:p1-2,DZ Psc; 2038,0.0,,0.36613625,,4.83,, | ref_idsys: GCVS; SBC9 | id: DZ Psc; 2038 | catalogue: V/119 ; J/MNRAS/357/497; SB9 | filename: catalog.dat; table1.dat; orbits.dat
J003628.10-254023.0:p1-2,RT Scl; 32,0.0,0.75,0.5115739507692308,0.0172663213402398,2.1494252873563218,, | ref_idsys: GCVS; SBC9 | id: RT Scl; 32 | catalogue: II/150A; V/120; B/gcvs; CEV; SB9 | filename: catalog.dat; table2.dat; gcvs_cat.dat; orbits.dat
J003630.32-610247.3:p1-2,3426,,,,,13.15,, | ref_idsys: HD | id: 3426 | catalogue: Hipparcos | filename: hip_main.dat
J003633.42+560831.9:p1-2,504; 3304; 2886; 00366+5609AB,0.477,,452983.05,0.88,4.574,109.4, | ref_idsys: ADS; HD; HIP; WDS | id: 504; 3304; 2886; 00366+5609AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J003636.40+551332.0:p1-2,FV Cas,,,3.0667925,,,, | ref_idsys: GCVS | id: FV Cas | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J003637.88-490757.0:p1A-1B,33,0.01,,3.7418,,,, | ref_idsys: SBC9 | id: 33 | catalogue: SB9 | filename: orbits.dat
J003642.94-272508.3:p1-2,3389,,,,,9.03,, | ref_idsys: HD | id: 3389 | catalogue: Hipparcos | filename: hip_main.dat
J003646.44+442918.9:p1-2,V428 And; 30,0.3,,293.85,,,, | ref_idsys: GCVS; SBC9 | id: V428 And; 30 | catalogue: B/gcvs; SB9 | filename: gcvs_cat.dat; orbits.dat
J003652.83+334309.7:c1B,00369+3343AB,0.542,,143.530101,0.00669,,, | ref_idsys: WDS | id: 00369+3343AB | catalogue: J/A+A/546/A69 | filename: table2.dat
J003652.83+334309.7:p1-2,513; 3369; 2912; 00369+3343AB,0.542,,143.533758125,0.0067771875,5.45,103.0, | ref_idsys: ADS; HD; HIP; WDS | id: 513; 3369; 2912; 00369+3343AB | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat; table2.dat
J003652.83+334309.7:p1-3,513; 3369; 2912,0.542,,143.53381457142856,0.006778571428571428,5.45,103.0, | ref_idsys: ADS; HD; HIP | id: 513; 3369; 2912 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J003652.83+334309.7:p1-4,513; 3369; 31,0.5456000000000001,,143.5479702,0.0067675,5.45,103.0, | ref_idsys: ADS; HD; SBC9 | id: 513; 3369; 31 | catalogue: ORB6; J/A+A/546/A69; SB9 | filename: orb6.dat; table1.dat; orbits.dat
J003652.83+334309.7:p1A-1B,513; 3369; 2912,0.542,,143.53389404166668,0.006780416666666666,5.45,103.0, | ref_idsys: ADS; HD; HIP | id: 513; 3369; 2912 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J003701.57+551302.0:p1-2,3368,,,,,2.21,, | ref_idsys: HD | id: 3368 | catalogue: Hipparcos | filename: hip_main.dat
J003716.37+580058.6:p1-2,3377,,,,,0.36,, | ref_idsys: HD | id: 3377 | catalogue: Hipparcos | filename: hip_main.dat
J003719.43-772910.2:p1-2,3613,,,,,3.71,, | ref_idsys: HD | id: 3613 | catalogue: Hipparcos | filename: hip_main.dat
J003719.79-244602.0:p1-2,520; 3443; 2941; 1470; 00373-2446AB,0.21883898360655737,,9136.942704918032,0.6736440677966102,64.80926829268293,78.6, | ref_idsys: ADS; HD; HIP; SBC9; WDS | id: 520; 3443; 2941; 1470; 00373-2446AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos; SB9 | filename: table1.dat; orb6.dat; hip_main.dat; orbits.dat; table2.dat
J003736.24+224028.3:p1-2,3455,,,,,1.9600000000000002,, | ref_idsys: HD | id: 3455 | catalogue: Hipparcos | filename: hip_main.dat
J003742.86+334309.6:p1-2,513; 3369; 2912,0.542,,143.53381457142856,0.006778571428571428,5.45,103.0, | ref_idsys: ADS; HD; HIP | id: 513; 3369; 2912 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J003801.04+251027.0:p1-2,3490,,,,,6.71,, | ref_idsys: HD | id: 3490 | catalogue: Hipparcos | filename: hip_main.dat
J003801.04+251027.0:p1-3,3490,,,,,6.71,, | ref_idsys: HD | id: 3490 | catalogue: Hipparcos | filename: hip_main.dat
J003802.39+034104.0:p1-2,ES Psc,,,4.09242,,,, | ref_idsys: GCVS | id: ES Psc | catalogue: B/gcvs | filename: gcvs_cat.dat
J003805.78-070450.8:p1-2,2170,0.0152,,4.162744,,,, | ref_idsys: SBC9 | id: 2170 | catalogue: SB9 | filename: orbits.dat
J003811.79-221549.9:p1-2,3540,,,,,12.520000000000001,, | ref_idsys: HD | id: 3540 | catalogue: Hipparcos | filename: hip_main.dat
J003823.60+482255.0:p1-2,V711 Cas,,,0.36077,,,, | ref_idsys: GCVS | id: V711 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003826.80+482009.0:p1-2,V712 Cas,,,0.7225,,,, | ref_idsys: GCVS | id: V712 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003827.39+482152.0:p1-2,V713 Cas,,,0.51423,,,, | ref_idsys: GCVS | id: V713 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003827.50+482620.0:p1-2,V714 Cas,,,0.29863,,,, | ref_idsys: GCVS | id: V714 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003832.18+850808.7:p1-2,3119,0.54,,1960.0,,,, | ref_idsys: SBC9 | id: 3119 | catalogue: SB9 | filename: orbits.dat
J003833.59+852006.8:p1-2,3118,0.74,,893.0,,,, | ref_idsys: SBC9 | id: 3118 | catalogue: SB9 | filename: orbits.dat
J003837.69+583242.0:p1-2,KQ Cas,,,6.1645005,,,, | ref_idsys: GCVS | id: KQ Cas | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J003845.19-271018.4:p1-2,3606,,,,,7.5,, | ref_idsys: HD | id: 3606 | catalogue: Hipparcos | filename: hip_main.dat
J003854.00+482516.0:p1-2,V715 Cas,,,0.71358,,,, | ref_idsys: GCVS | id: V715 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003857.39+482707.0:p1-2,V716 Cas,,,0.73948,,,, | ref_idsys: GCVS | id: V716 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003857.80+482732.0:p1-2,V718 Cas,,,1.33835,,,, | ref_idsys: GCVS | id: V718 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
