bsdb,id,e,q,period,a,parallax,i,notes
J153614.65+491456.6:p1-2,139479,,,,,3.47,, | ref_idsys: HD | id: 139479 | catalogue: Hipparcos | filename: hip_main.dat
J153615.31-385047.8:p1-2,138875,,,,,6.489999999999999,, | ref_idsys: HD | id: 138875 | catalogue: Hipparcos | filename: hip_main.dat
J153617.10-303440.6:p1-2,138939,,,,,12.08,, | ref_idsys: HD | id: 138939 | catalogue: Hipparcos | filename: hip_main.dat
J153619.10-781347.0:p1-2,GQ Aps,,,0.6353,,,, | ref_idsys: GCVS | id: GQ Aps | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J153623.30+531911.0:p1-2,IV Dra,,,0.26803804,,,69.0, | ref_idsys: GCVS | id: IV Dra | catalogue: V/119  | filename: catalog.dat
J153624.40+153158.0:p1-2,CC Ser,,0.53,0.5160020666666667,,1.0,, | ref_idsys: GCVS | id: CC Ser | catalogue: II/150A; CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J153626.18+372235.7:p1-2,139374,,,,,0.72,, | ref_idsys: HD | id: 139374 | catalogue: Hipparcos | filename: hip_main.dat
J153626.18+372235.7:p1-3,139374,,,,,0.72,, | ref_idsys: HD | id: 139374 | catalogue: Hipparcos | filename: hip_main.dat
J153626.18+372235.7:p1A-1B,139374,,,,,0.7200000000000001,, | ref_idsys: HD | id: 139374 | catalogue: Hipparcos | filename: hip_main.dat
J153629.58+100036.6:p1-2,1547,0.345,,5324.0,,,, | ref_idsys: SBC9 | id: 1547 | catalogue: SB9 | filename: orbits.dat
J153634.56-742112.5:p1-2,138171,,,,,9.61,, | ref_idsys: HD | id: 138171 | catalogue: Hipparcos | filename: hip_main.dat
J153640.76-420749.3:p1-2,138926,,,,,15.64,, | ref_idsys: HD | id: 138926 | catalogue: Hipparcos | filename: hip_main.dat
J153646.45-501007.4:p1-2,138846,,,,,16.5,, | ref_idsys: HD | id: 138846 | catalogue: Hipparcos | filename: hip_main.dat
J153650.44-043817.1:p1-2,139177,,,,,6.099999999999999,, | ref_idsys: HD | id: 139177 | catalogue: Hipparcos | filename: hip_main.dat
J153653.50-381051.0:p1-2,138994,,,,,6.71,, | ref_idsys: HD | id: 138994 | catalogue: Hipparcos | filename: hip_main.dat
J153700.37+642623.2:p1-2,9730; 139905; 76466; 15370+6426AB,0.599,,32350.1925,0.376,18.221875,122.7, | ref_idsys: ADS; HD; HIP; WDS | id: 9730; 139905; 76466; 15370+6426AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J153701.47-004056.7:p1-2,139227,,,,,6.72,, | ref_idsys: HD | id: 139227 | catalogue: Hipparcos | filename: hip_main.dat
J153706.88-262932.6:p1-2,139094,,,,,3.4599999999999995,, | ref_idsys: HD | id: 139094 | catalogue: Hipparcos | filename: hip_main.dat
J153707.04+264536.5:p1-2,139405,,,,,2.29,, | ref_idsys: HD | id: 139405 | catalogue: Hipparcos | filename: hip_main.dat
J153711.48+052544.5:p1-2,139286,,,,,13.6,, | ref_idsys: HD | id: 139286 | catalogue: Hipparcos | filename: hip_main.dat
J153711.96-233905.6:p1-2,139121,,,,,0.56,, | ref_idsys: HD | id: 139121 | catalogue: Hipparcos | filename: hip_main.dat
J153715.20-643310.4:p1-2,138680,,,,,1.03,, | ref_idsys: HD | id: 138680 | catalogue: Hipparcos | filename: hip_main.dat
J153723.24-432020.5:p1-2,139023,,,,,6.09,, | ref_idsys: HD | id: 139023 | catalogue: Hipparcos | filename: hip_main.dat
J153725.89-542153.3:p1-2,138895,,,,,4.14,, | ref_idsys: HD | id: 138895 | catalogue: Hipparcos | filename: hip_main.dat
J153727.20-313137.4:p1-2,139105,,,,,15.82,, | ref_idsys: HD | id: 139105 | catalogue: Hipparcos | filename: hip_main.dat
J153728.49-261647.5:p1-2,851,0.33,,5.2766,,,, | ref_idsys: SBC9 | id: 851 | catalogue: SB9 | filename: orbits.dat
J153738.40-754448.0:p1-2,AL Aps,,,7.432415,,,, | ref_idsys: GCVS | id: AL Aps | catalogue: B/gcvs | filename: gcvs_cat.dat
J153743.70-263550.0:p1-2,LR Lib,,,0.590394,,,, | ref_idsys: GCVS | id: LR Lib | catalogue: B/gcvs | filename: gcvs_cat.dat
J153743.80+570649.0:p1-2,CK Dra,,,4.994505500000001,,,, | ref_idsys: GCVS | id: CK Dra | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J153751.33-311506.9:p1-2,139184,,,,,10.53,, | ref_idsys: HD | id: 139184 | catalogue: Hipparcos | filename: hip_main.dat
J153753.54+300611.7:p1-2,139569,,,,,12.19,, | ref_idsys: HD | id: 139569 | catalogue: Hipparcos | filename: hip_main.dat
J153753.54+300611.7:p1-3,139569,,,,,12.19,, | ref_idsys: HD | id: 139569 | catalogue: Hipparcos | filename: hip_main.dat
J153755.38+500458.1:p1-2,139779,,,,,22.35,, | ref_idsys: HD | id: 139779 | catalogue: Hipparcos | filename: hip_main.dat
J153800.10+185203.0:p1-2,LX Ser,,,0.158416,,,, | ref_idsys: GCVS | id: LX Ser | catalogue: CEV; V/123A | filename: catalog.dat; cv.dat
J153803.00+292914.0:p1-2,RT CrB,,,5.117179500000001,,3.45,, | ref_idsys: GCVS | id: RT CrB | catalogue: B/gcvs; CEV; J/MNRAS/349/1069 | filename: gcvs_cat.dat; catalog.dat; table1.dat
J153812.91+361448.5:p1-2,9731; 139691; 1511,0.04428571428571428,,323091.75485714286,1.4155,-13.585,87.7, | ref_idsys: ADS; HD; SBC9 | id: 9731; 139691; 1511 | catalogue: J/A+A/546/A69; ORB6; SB9 | filename: table1.dat; orb6.dat; orbits.dat
J153812.92+361449.1:p1-2,9731; 139691; 76566,0.0,,369244.43617021275,1.3977872340425532,-18.97904761904762,87.70000000000002, | ref_idsys: ADS; HD; HIP | id: 9731; 139691; 76566 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J153812.92+361449.1:p1A-1B,9731; 139691; 76563; 1510; 15382+3615AB,0.00014615384615384615,,372836.0454673205,1.4286447368421054,-7.406363636363636,87.7, | ref_idsys: ADS; HD; HIP; SBC9; WDS | id: 9731; 139691; 76563; 1510; 15382+3615AB | catalogue: J/A+A/546/A69; ORB6; SB9 | filename: table1.dat; orb6.dat; orbits.dat
J153812.92+361449.1:p2-3,9731; 76566,0.0,,362474.1,1.3822,-21.136666666666667,87.7, | ref_idsys: ADS; HIP | id: 9731; 76566 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J153812.92+361449.1:p2A-2B,9731; 76566,0.0,,364884.75,1.3877500000000003,-20.05785714285714,87.7, | ref_idsys: ADS; HIP | id: 9731; 76566 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J153816.46-173336.2:p1-2,139363,,,,,17.93,, | ref_idsys: HD | id: 139363 | catalogue: Hipparcos | filename: hip_main.dat
J153816.85-040351.8:p1-2,139444; 1866,0.493,,896.4,,14.61,, | ref_idsys: HD; SBC9 | id: 139444; 1866 | catalogue: Hipparcos; SB9 | filename: hip_main.dat; orbits.dat
J153822.12-243917.8:p1-2,139347,,,,,0.7600000000000001,, | ref_idsys: HD | id: 139347 | catalogue: Hipparcos | filename: hip_main.dat
J153837.88+070021.8:p1-2,139551,,,,,2.92,, | ref_idsys: HD | id: 139551 | catalogue: Hipparcos | filename: hip_main.dat
J153839.38-294638.3:p1-3,853,0.28,,3.2907,,,, | ref_idsys: SBC9 | id: 853 | catalogue: SB9 | filename: orbits.dat
J153839.70-604726.0:p1-2,RZ TrA,,,1.5507,,,, | ref_idsys: GCVS | id: RZ TrA | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J153840.11-084729.6:p1A-1B,1528,0.8560666666666666,,858.9742566666667,,,, | ref_idsys: SBC9 | id: 1528 | catalogue: SB9 | filename: orbits.dat
J153849.00+021530.0:p1-2,AS Ser,,0.86,0.4659246666666667,,2.0,, | ref_idsys: GCVS | id: AS Ser | catalogue: II/150A; CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J153854.56-191806.8:p1-2,139446,,,,,9.6,, | ref_idsys: HD | id: 139446 | catalogue: Hipparcos | filename: hip_main.dat
J153902.60+254447.0:p1-2,139749; 76639; 15390+2545AB,0.40181481481481485,,22906.39672222222,0.22203703703703703,9.8325,137.7, | ref_idsys: HD; HIP; WDS | id: 139749; 76639; 15390+2545AB | catalogue: ORB6; Hipparcos; J/A+A/546/A69 | filename: orb6.dat; hip_main.dat; table1.dat; table2.dat
J153905.93-083351.6:p1-2,139555,,,,,5.43,, | ref_idsys: HD | id: 139555 | catalogue: Hipparcos | filename: hip_main.dat
J153906.97-721751.7:p1-2,138682,,,,,4.38,, | ref_idsys: HD | id: 138682 | catalogue: Hipparcos | filename: hip_main.dat
J153911.16-360038.2:p1-2,139396,,,,,3.27,, | ref_idsys: HD | id: 139396 | catalogue: Hipparcos | filename: hip_main.dat
J153915.19+293720.0:p1-2,RW CrB; 855,0.12,0.2625,0.7264089437894737,4.21,,78.0, | ref_idsys: GCVS; SBC9 | id: RW CrB; 855 | catalogue: J/A+A/417/263; V/115; CEV; J/MNRAS/491/5489; B/gcvs; SB9 | filename: table3.dat; table1.dat; catalog.dat; table2.dat; tablea1.dat; gcvs_cat.dat; orbits.dat
J153921.59-605338.0:p1-2,SS TrA,,,1.720415,,,, | ref_idsys: GCVS | id: SS TrA | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J153922.68+363808.8:p1-2,139891,,,,,6.89,, | ref_idsys: HD | id: 139891 | catalogue: Hipparcos | filename: hip_main.dat
J153922.68+363808.8:p1A-1B,2386,0.48,,251.5,,,, | ref_idsys: SBC9 | id: 2386 | catalogue: SB9 | filename: orbits.dat
J153924.41-271021.9:p1A-1B,139498,,,,,12.45,, | ref_idsys: HD | id: 139498 | catalogue: Hipparcos | filename: hip_main.dat
J153926.40-135440.3:p1-2,139591,,,,,14.11,, | ref_idsys: HD | id: 139591 | catalogue: Hipparcos | filename: hip_main.dat
J153931.04-010354.8:p1-2,139672,,,,,5.45,, | ref_idsys: HD | id: 139672 | catalogue: Hipparcos | filename: hip_main.dat
J153936.28-273834.9:p1-2,139519,,,,,8.06,, | ref_idsys: HD | id: 139519 | catalogue: Hipparcos | filename: hip_main.dat
J153938.71+795859.2:p1-2,9769; 141652; 76695; 15396+7959AB,0.961,,62684.20500000001,0.4640000000000001,8.3895,135.2, | ref_idsys: ADS; HD; HIP; WDS | id: 9769; 141652; 76695; 15396+7959AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat; table2.dat
J153954.63-194607.8:p1-2,139628,,,,,15.37,, | ref_idsys: HD | id: 139628 | catalogue: Hipparcos | filename: hip_main.dat
J154017.35-143138.4:p1-2,139728,,,,,2.8,, | ref_idsys: HD | id: 139728 | catalogue: Hipparcos | filename: hip_main.dat
J154023.67+212242.7:p1-2,139952,,,,,3.02,, | ref_idsys: HD | id: 139952 | catalogue: Hipparcos | filename: hip_main.dat
J154028.43-184143.2:p1A-1B,139751,,,,,23.47,, | ref_idsys: HD | id: 139751 | catalogue: Hipparcos | filename: hip_main.dat
J154028.45+184018.0:p1-2,139939,,,,,4.69,, | ref_idsys: HD | id: 139939 | catalogue: Hipparcos | filename: hip_main.dat
J154028.53-635016.2:p1-2,139212,,,,,0.31,, | ref_idsys: HD | id: 139212 | catalogue: Hipparcos | filename: hip_main.dat
J154030.94-565452.5:p1-2,139312; 76734,0.0,,893.8954393333333,0.00671,4.87,70.39, | ref_idsys: HD; HIP | id: 139312; 76734 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J154030.94-565452.5:p3-4,139312; 76734,0.0,,893.8954393333333,0.00671,4.87,70.39, | ref_idsys: HD; HIP | id: 139312; 76734 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J154033.16+312819.3:p1-2,140065,,,,,2.59,, | ref_idsys: HD | id: 140065 | catalogue: Hipparcos | filename: hip_main.dat
J154041.80-583217.0:p1-2,WX Nor,,,1.271302,,,, | ref_idsys: GCVS | id: WX Nor | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J154051.20-614343.0:p1-2,NT TrA,,,3.23,,,, | ref_idsys: GCVS | id: NT TrA | catalogue: B/gcvs | filename: gcvs_cat.dat
J154059.51-714441.2:p1-2,139004,,,,,1.32,, | ref_idsys: HD | id: 139004 | catalogue: Hipparcos | filename: hip_main.dat
J154101.41+435046.9:p1-2,140139; 76752,0.0,,706.5644123333333,0.0073,13.65,110.15, | ref_idsys: HD; HIP | id: 140139; 76752 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J154101.41+435046.9:p3-4,140139; 76752,0.0,,706.5644123333333,0.0073,13.65,110.15, | ref_idsys: HD; HIP | id: 140139; 76752 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J154101.96-144923.9:p1-2,139864,,,,,13.16,, | ref_idsys: HD | id: 139864 | catalogue: Hipparcos | filename: hip_main.dat
